qid,vid,duration_bin,cohort,p3_location_failure,hard_peak_start_sec,hard_peak_end_sec,hard_peak_center_sec,gt_duration_sec,window_length_sec,gt_window_center_sec,hard_window_center_sec,audio_path,status,blocked_reason,S_GT,S_HARD,S_GT_minus_S_HARD,comparison,native_pipeline
8o-Y4QP8LWs_2,8o-Y4QP8LWs,2-5s,harmful,1,48.0,56.0,52.0,4.0,,,52.0,raw_audio/8o-Y4QP8LWs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
8ycflE3dIHw_2,8ycflE3dIHw,2-5s,control,0,19.0,46.0,32.5,2.0,,,32.5,raw_audio/8ycflE3dIHw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
9F3sutgYTvo_1,9F3sutgYTvo,2-5s,control,0,0.0,2.0,1.0,4.0,,,1.0,raw_audio/9F3sutgYTvo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
9F3sutgYTvo_2,9F3sutgYTvo,2-5s,harmful,0,16.0,23.0,19.5,2.0,,,19.5,raw_audio/9F3sutgYTvo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
9dLLsZVRSZI_1,9dLLsZVRSZI,0-2s,harmful,0,119.0,120.0,119.5,1.0,1.0,118.5,119.5,raw_audio/9dLLsZVRSZI.wav,VALID,,5.44989538192749,4.170536518096924,1.2793588638305664,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
9ucb5HYO8ps_2,9ucb5HYO8ps,2-5s,harmful,0,11.0,54.0,32.5,2.0,,,32.5,raw_audio/9ucb5HYO8ps.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
9vZDsGjyh5M_1,9vZDsGjyh5M,2-5s,harmful,0,90.0,91.0,90.5,2.0,,,90.5,raw_audio/9vZDsGjyh5M.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
9z2OwpftxUE_2,9z2OwpftxUE,2-5s,harmful,1,10.0,11.0,10.5,2.0,,,10.5,raw_audio/9z2OwpftxUE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
A61Mry8zBwE_1,A61Mry8zBwE,0-2s,control,1,0.0,6.0,3.0,1.0,,,3.0,raw_audio/A61Mry8zBwE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
AI1OweEW8C0_1,AI1OweEW8C0,2-5s,control,1,9.0,56.0,32.5,2.0,,,32.5,raw_audio/AI1OweEW8C0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
AI1OweEW8C0_2,AI1OweEW8C0,2-5s,control,1,0.0,30.0,15.0,2.0,,,15.0,raw_audio/AI1OweEW8C0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
AKHZMg9ba30_2,AKHZMg9ba30,2-5s,control,1,93.0,100.0,96.5,2.0,,,96.5,raw_audio/AKHZMg9ba30.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Aj_VMUSNjNM_2,Aj_VMUSNjNM,0-2s,control,0,0.0,6.0,3.0,1.0,,,3.0,raw_audio/Aj_VMUSNjNM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
AtkD-3GjXMw_1,AtkD-3GjXMw,2-5s,harmful,0,130.0,132.0,131.0,2.0,,,131.0,raw_audio/AtkD-3GjXMw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Axd__X2rixk_1,Axd__X2rixk,2-5s,harmful,1,8.0,47.0,27.5,2.0,,,27.5,raw_audio/Axd__X2rixk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BA-lFjpzad4_1,BA-lFjpzad4,2-5s,control,0,0.0,6.0,3.0,4.0,4.0,8.0,3.0,raw_audio/BA-lFjpzad4.wav,VALID,,3.650233507156372,3.711853265762329,-0.06161975860595703,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BA-lFjpzad4_2,BA-lFjpzad4,0-2s,harmful,0,0.0,11.0,5.5,1.0,1.0,12.5,5.5,raw_audio/BA-lFjpzad4.wav,VALID,,6.664527893066406,6.287374019622803,0.3771538734436035,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BA-lFjpzad4_3,BA-lFjpzad4,2-5s,control,0,6.0,11.0,8.5,3.0,3.0,51.5,8.5,raw_audio/BA-lFjpzad4.wav,VALID,,8.146967887878418,4.996884346008301,3.150083541870117,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BA-lFjpzad4_4,BA-lFjpzad4,2-5s,control,0,0.0,11.0,5.5,2.0,2.0,30.0,5.5,raw_audio/BA-lFjpzad4.wav,VALID,,3.90665340423584,3.814683437347412,0.09196996688842773,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BDpU2Qh77NE_1,BDpU2Qh77NE,0-2s,harmful,1,24.0,33.0,28.5,1.0,1.0,2.5,28.5,raw_audio/BDpU2Qh77NE.wav,VALID,,3.369886875152588,1.301240086555481,2.068646788597107,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BDpU2Qh77NE_3,BDpU2Qh77NE,2-5s,control,0,34.0,43.0,38.5,4.0,4.0,82.0,38.5,raw_audio/BDpU2Qh77NE.wav,VALID,,11.613690376281738,4.2147722244262695,7.398918151855469,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BL8ksJ0sTXk_3,BL8ksJ0sTXk,0-2s,harmful,1,86.0,88.0,87.0,1.0,,,87.0,raw_audio/BL8ksJ0sTXk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BMayJId0X1s_1,BMayJId0X1s,2-5s,harmful,0,146.0,147.0,146.5,3.0,,,146.5,raw_audio/BMayJId0X1s.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BUAPM4D3-h8_2,BUAPM4D3-h8,0-2s,control,1,182.0,190.0,186.0,1.0,,,186.0,raw_audio/BUAPM4D3-h8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Ba92IrXFvJo_1,Ba92IrXFvJo,2-5s,control,1,0.0,1.0,0.5,2.0,,,0.5,raw_audio/Ba92IrXFvJo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Bvw2gv1fcZw_2,Bvw2gv1fcZw,2-5s,control,0,101.0,107.0,104.0,3.0,,,104.0,raw_audio/Bvw2gv1fcZw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
BzHTqyX69pI_2,BzHTqyX69pI,2-5s,control,1,82.0,87.0,84.5,2.0,,,84.5,raw_audio/BzHTqyX69pI.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
C5kmOK_l4jc_1,C5kmOK_l4jc,0-2s,control,0,0.0,1.0,0.5,1.0,,,0.5,raw_audio/C5kmOK_l4jc.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
C8kR19NvynA_1,C8kR19NvynA,2-5s,control,0,10.0,24.0,17.0,4.0,,,17.0,raw_audio/C8kR19NvynA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
CO6-i8NLbeo_1,CO6-i8NLbeo,2-5s,harmful,0,0.0,10.0,5.0,4.0,,,5.0,raw_audio/CO6-i8NLbeo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
CO6-i8NLbeo_2,CO6-i8NLbeo,2-5s,control,0,54.0,55.0,54.5,3.0,,,54.5,raw_audio/CO6-i8NLbeo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Cbe2B6ohBpw_1,Cbe2B6ohBpw,2-5s,control,0,0.0,1.0,0.5,3.0,,,0.5,raw_audio/Cbe2B6ohBpw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Cbe2B6ohBpw_2,Cbe2B6ohBpw,2-5s,control,0,13.0,14.0,13.5,2.0,,,13.5,raw_audio/Cbe2B6ohBpw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
CefFMA3klxk_1,CefFMA3klxk,0-2s,harmful,1,9.0,26.0,17.5,1.0,,,17.5,raw_audio/CefFMA3klxk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
CefFMA3klxk_3,CefFMA3klxk,2-5s,harmful,1,102.0,140.0,121.0,2.0,,,121.0,raw_audio/CefFMA3klxk.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
CvNAwby6Xos_1,CvNAwby6Xos,2-5s,harmful,1,80.0,83.0,81.5,4.0,,,81.5,raw_audio/CvNAwby6Xos.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
D2Xc_jZllDY_2,D2Xc_jZllDY,2-5s,control,0,55.0,56.0,55.5,2.0,,,55.5,raw_audio/D2Xc_jZllDY.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Dc2WEiRk0rA_2,Dc2WEiRk0rA,2-5s,control,0,0.0,15.0,7.5,3.0,3.0,71.5,7.5,raw_audio/Dc2WEiRk0rA.wav,VALID,,2.8438363075256348,-7.972558975219727,10.816395282745361,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
DjKGzOe_COc_1,DjKGzOe_COc,2-5s,control,1,62.0,64.0,63.0,3.0,,,63.0,raw_audio/DjKGzOe_COc.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Dn3buZWMzwY_1,Dn3buZWMzwY,2-5s,control,0,46.0,52.0,49.0,2.0,2.0,45.0,49.0,raw_audio/Dn3buZWMzwY.wav,VALID,,4.543914794921875,3.769289255142212,0.7746255397796631,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Dn3buZWMzwY_2,Dn3buZWMzwY,0-2s,control,0,96.0,99.0,97.5,1.0,1.0,86.5,97.5,raw_audio/Dn3buZWMzwY.wav,VALID,,6.783506870269775,4.134928226470947,2.648578643798828,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Dn3buZWMzwY_3,Dn3buZWMzwY,0-2s,control,0,84.0,87.0,85.5,1.0,1.0,87.5,85.5,raw_audio/Dn3buZWMzwY.wav,VALID,,2.244584321975708,3.38686203956604,-1.142277717590332,HARD>GT,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Dn3buZWMzwY_4,Dn3buZWMzwY,2-5s,harmful,0,19.0,24.0,21.5,2.0,2.0,26.0,21.5,raw_audio/Dn3buZWMzwY.wav,VALID,,1.3404580354690552,-0.4626120328903198,1.803070068359375,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
E3D_z0aoUEg_4,E3D_z0aoUEg,2-5s,harmful,0,149.0,155.0,152.0,3.0,,,152.0,raw_audio/E3D_z0aoUEg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
E3Q1jfTeuWs_1,E3Q1jfTeuWs,2-5s,control,1,0.0,7.0,3.5,2.0,,,3.5,raw_audio/E3Q1jfTeuWs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
E3Q1jfTeuWs_2,E3Q1jfTeuWs,2-5s,control,0,0.0,4.0,2.0,2.0,,,2.0,raw_audio/E3Q1jfTeuWs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ECw5Yf7QoMo_3,ECw5Yf7QoMo,2-5s,harmful,1,13.0,39.0,26.0,2.0,,,26.0,raw_audio/ECw5Yf7QoMo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ESjMIqrvRj4_2,ESjMIqrvRj4,2-5s,control,0,119.0,121.0,120.0,4.0,,,120.0,raw_audio/ESjMIqrvRj4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ESjMIqrvRj4_5,ESjMIqrvRj4,0-2s,control,0,162.0,175.0,168.5,1.0,,,168.5,raw_audio/ESjMIqrvRj4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
EUZaxaWqhwg_1,EUZaxaWqhwg,2-5s,control,1,27.0,40.0,33.5,4.0,,,33.5,raw_audio/EUZaxaWqhwg.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
EcihYbSlyck_3,EcihYbSlyck,2-5s,harmful,1,14.0,20.0,17.0,2.0,,,17.0,raw_audio/EcihYbSlyck.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ErxgH5g3Kx0_1,ErxgH5g3Kx0,0-2s,control,1,170.0,171.0,170.5,1.0,1.0,1.5,170.5,raw_audio/ErxgH5g3Kx0.wav,VALID,,0.8758292198181152,-0.17102530598640442,1.0468545258045197,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ErxgH5g3Kx0_2,ErxgH5g3Kx0,2-5s,harmful,0,95.0,125.0,110.0,2.0,2.0,33.0,110.0,raw_audio/ErxgH5g3Kx0.wav,VALID,,2.689929723739624,0.9053778052330017,1.7845519185066223,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
EzWEO2WD_MM_1,EzWEO2WD_MM,2-5s,control,1,27.0,34.0,30.5,3.0,,,30.5,raw_audio/EzWEO2WD_MM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
EzWEO2WD_MM_2,EzWEO2WD_MM,2-5s,control,0,77.0,103.0,90.0,3.0,,,90.0,raw_audio/EzWEO2WD_MM.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
FDwK7T1JO_0_2,FDwK7T1JO_0,2-5s,control,0,114.0,119.0,116.5,3.0,,,116.5,raw_audio/FDwK7T1JO_0.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
FR7BDRhMATo_2,FR7BDRhMATo,2-5s,control,1,0.0,65.0,32.5,4.0,,,32.5,raw_audio/FR7BDRhMATo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
FXdoNvmrYxo_2,FXdoNvmrYxo,2-5s,harmful,0,107.0,114.0,110.5,4.0,,,110.5,raw_audio/FXdoNvmrYxo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Flk-X0gwjF4_1,Flk-X0gwjF4,2-5s,control,1,13.0,29.0,21.0,4.0,,,21.0,raw_audio/Flk-X0gwjF4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
G3YO2unWz7k_1,G3YO2unWz7k,0-2s,control,1,12.0,36.0,24.0,1.0,,,24.0,raw_audio/G3YO2unWz7k.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
GGgQR7aIofY_1,GGgQR7aIofY,2-5s,control,0,38.0,42.0,40.0,2.0,2.0,31.0,40.0,raw_audio/GGgQR7aIofY.wav,VALID,,3.317173480987549,-0.9163210988044739,4.233494579792023,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
GGgQR7aIofY_3,GGgQR7aIofY,2-5s,harmful,1,53.0,73.0,63.0,3.0,3.0,89.5,63.0,raw_audio/GGgQR7aIofY.wav,VALID,,4.340751647949219,1.380987524986267,2.9597641229629517,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
GOD8Bt5LfDE_2,GOD8Bt5LfDE,2-5s,harmful,1,120.0,121.0,120.5,3.0,,,120.5,raw_audio/GOD8Bt5LfDE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
GOD8Bt5LfDE_3,GOD8Bt5LfDE,2-5s,control,1,5.0,9.0,7.0,2.0,,,7.0,raw_audio/GOD8Bt5LfDE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Gkb4f6yodPE_2,Gkb4f6yodPE,2-5s,harmful,1,294.0,299.0,296.5,3.0,,,296.5,raw_audio/Gkb4f6yodPE.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
H7-orYrKBeo_1,H7-orYrKBeo,2-5s,control,1,0.0,21.0,10.5,4.0,,,10.5,raw_audio/H7-orYrKBeo.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
H7rd9bZtbgc_1,H7rd9bZtbgc,2-5s,control,1,12.0,15.0,13.5,3.0,3.0,5.5,13.5,raw_audio/H7rd9bZtbgc.wav,VALID,,3.5486886501312256,2.3345870971679688,1.2141015529632568,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
H7rd9bZtbgc_2,H7rd9bZtbgc,0-2s,control,1,139.0,143.0,141.0,1.0,1.0,13.5,141.0,raw_audio/H7rd9bZtbgc.wav,VALID,,2.592498779296875,2.0577340126037598,0.5347647666931152,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
HVz-FJBf_iM_1,HVz-FJBf_iM,0-2s,control,0,6.0,9.0,7.5,1.0,1.0,9.5,7.5,raw_audio/HVz-FJBf_iM.wav,VALID,,-2.6287295818328857,-2.635133743286133,0.00640416145324707,GT>HARD,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
HdPSebdDxe4_1,HdPSebdDxe4,2-5s,control,0,21.0,25.0,23.0,2.0,,,23.0,raw_audio/HdPSebdDxe4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
HdPSebdDxe4_4,HdPSebdDxe4,2-5s,control,0,2.0,4.0,3.0,4.0,,,3.0,raw_audio/HdPSebdDxe4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Hdxfbpnd2-8_3,Hdxfbpnd2-8,2-5s,harmful,1,0.0,44.0,22.0,2.0,,,22.0,raw_audio/Hdxfbpnd2-8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
Hdxfbpnd2-8_4,Hdxfbpnd2-8,0-2s,harmful,0,52.0,54.0,53.0,1.0,,,53.0,raw_audio/Hdxfbpnd2-8.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
HxZADVzNIqs_2,HxZADVzNIqs,2-5s,control,1,0.0,53.0,26.5,4.0,,,26.5,raw_audio/HxZADVzNIqs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
HxZADVzNIqs_3,HxZADVzNIqs,2-5s,control,1,1.0,25.0,13.0,3.0,,,13.0,raw_audio/HxZADVzNIqs.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
I4HpYGMMsz4_1,I4HpYGMMsz4,2-5s,harmful,1,8.0,43.0,25.5,4.0,,,25.5,raw_audio/I4HpYGMMsz4.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
IJ6pm5Kns8A_1,IJ6pm5Kns8A,2-5s,harmful,1,79.0,84.0,81.5,2.0,,,81.5,raw_audio/IJ6pm5Kns8A.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
IJ6pm5Kns8A_2,IJ6pm5Kns8A,2-5s,control,0,104.0,107.0,105.5,2.0,,,105.5,raw_audio/IJ6pm5Kns8A.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
IsUG5SKWNZA_2,IsUG5SKWNZA,2-5s,harmful,0,52.0,53.0,52.5,2.0,,,52.5,raw_audio/IsUG5SKWNZA.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ItS07xtdi4s_3,ItS07xtdi4s,2-5s,control,0,34.0,35.0,34.5,2.0,,,34.5,raw_audio/ItS07xtdi4s.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
ItS07xtdi4s_5,ItS07xtdi4s,0-2s,harmful,0,81.0,83.0,82.0,1.0,,,82.0,raw_audio/ItS07xtdi4s.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
JC2ZrXzCX4Y_2,JC2ZrXzCX4Y,2-5s,control,1,89.0,95.0,92.0,2.0,,,92.0,raw_audio/JC2ZrXzCX4Y.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
JZloTOdIY_c_3,JZloTOdIY_c,2-5s,harmful,1,16.0,20.0,18.0,3.0,,,18.0,raw_audio/JZloTOdIY_c.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
JmWaRt8-u0s_1,JmWaRt8-u0s,2-5s,harmful,1,0.0,26.0,13.0,4.0,,,13.0,raw_audio/JmWaRt8-u0s.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
K-7Y8yhcUiw_3,K-7Y8yhcUiw,2-5s,harmful,1,81.0,83.0,82.0,3.0,,,82.0,raw_audio/K-7Y8yhcUiw.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
K03ydb1uaoQ_1,K03ydb1uaoQ,2-5s,control,0,8.0,10.0,9.0,3.0,,,9.0,raw_audio/K03ydb1uaoQ.wav,BLOCKED,original WAV unavailable; no stored-feature substitute allowed,,,,,official msclap CLAP audio_encoder/caption_encoder; L2-normalized projected vectors; logit_scale.exp() dot product
