qid,vid,query,duration_bin,audio_duration_sec,gt_duration_sec,gt_width_norm,query_slot,initial_width_norm,initial_width_sec,pred_center_norm,pred_width_norm,pred_center_sec,pred_width_sec,center_error_sec,iou,width_gt_ratio,abs_log_width_gt_ratio,foreground_probability,center_le_1s,center_le_2s,initial_center_norm,initial_center_sec,initial_center_error_sec,initial_width_gt_ratio,initial_abs_log_width_gt_ratio,initial_logit_width,initial_raw_width_delta,layer1_center_norm,layer1_center_sec,layer1_center_error_sec,layer1_width_norm,layer1_width_sec,layer1_width_gt_ratio,layer1_abs_log_width_gt_ratio,layer1_logit_width,layer1_raw_width_delta,layer2_center_norm,layer2_center_sec,layer2_center_error_sec,layer2_width_norm,layer2_width_sec,layer2_width_gt_ratio,layer2_abs_log_width_gt_ratio,layer2_logit_width,layer2_raw_width_delta,log_width_initial_to_layer1,log_width_layer1_to_layer2
1nUOGZgSzZo_1,1nUOGZgSzZo,A man laughs and chats as the wind blows,10-20s,300.0,14.0,0.04666666666666667,6,0.8429434299468994,252.88302898406982,0.2229873687028885,0.045318569988012314,66.89621061086655,13.595570996403694,0.6037893891334534,0.22066009590870153,0.9711122140288353,0.029313251941786626,0.1816587597131729,1,1,0.36404988169670105,109.21496450901031,26.785035490989685,18.06307349886213,2.8938697161706606,1.6802937908532223,0.0,0.3064212501049042,91.92637503147125,11.426375031471252,0.04530259221792221,13.590777665376663,0.9707698332411903,0.0296658797357087,-3.048030138015747,-4.728323936462402,0.2229873687028885,66.89621061086655,0.6037893891334534,0.045318569988012314,13.595570996403694,0.9711122140288353,0.029313251941786626,-3.0476608276367188,-1.5332127809524536,-2.9235355959063694,0.0003526277939221264
1slvoNgzBLE_2,1slvoNgzBLE,A train warning tone rings out,2-5s,299.0,3.0,0.010033444816053512,8,0.5322582125663757,159.14520555734634,0.5553963780403137,0.04282553866505623,166.0635170340538,12.804836060851812,0.9364829659461975,0.1561909883496747,4.268278686950604,1.4512106281565431,0.9072622060775757,1,1,0.47813287377357483,142.96172925829887,1.038270741701126,53.048401852448784,3.9712047392989356,0.12921232615624365,0.0,0.5057007074356079,151.20451152324677,7.204511523246765,0.03611249104142189,10.797634821385145,3.5992116071283817,1.2807148234586023,-3.2843358516693115,-3.413548231124878,0.5553963780403137,166.0635170340538,0.9364829659461975,0.04282553866505623,12.804836060851812,4.268278686950604,1.4512106281565431,-3.106851100921631,-1.3584834337234497,-2.6904899158403333,0.1704958046979408
1slvoNgzBLE_2,1slvoNgzBLE,A train warning tone rings out,2-5s,299.0,3.0,0.010033444816053512,9,0.6701281666755676,200.36832183599472,0.1317993402481079,0.07516642659902573,39.408002734184265,22.474761553108692,0.9080027341842651,0.13348306245255992,7.491587184369564,2.013780682205427,0.9446511268615723,1,1,0.1608370691537857,48.090283676981926,9.590283676981926,66.78944061199824,4.201544993376798,0.7087647924817356,0.0,0.11946512758731842,35.72007314860821,2.7799268513917923,0.0682133361697197,20.39578751474619,6.79859583824873,1.9167160964839753,-2.6144638061523438,-3.323228597640991,0.1317993402481079,39.408002734184265,0.9080027341842651,0.07516642659902573,22.474761553108692,7.491587184369564,2.013780682205427,-2.509909152984619,-1.3894137144088745,-2.2848288968928223,0.0970645857214517
1slvoNgzBLE_3,1slvoNgzBLE,A man makes an announcement,10-20s,299.0,10.0,0.033444816053511704,5,0.4456096887588501,133.23729693889618,0.7533160448074341,0.04190891236066818,225.2414973974228,12.530764795839787,0.2585026025772095,0.23941076613264659,1.2530764795839786,0.22560171122919428,0.26150140166282654,1,1,0.6909807920455933,206.60325682163239,6.103256821632385,13.323729693889618,2.5895466329663557,-0.2184255400548803,0.0,0.8093730807304382,242.00255113840103,16.50255113840103,0.028486134484410286,8.517354210838675,0.8517354210838676,0.16047933901388567,-3.529438018798828,-3.3110125064849854,0.7533160448074341,225.2414973974228,0.2585026025772095,0.04190891236066818,12.530764795839787,1.2530764795839786,0.22560171122919428,-3.1294443607330322,-0.7197642922401428,-2.7500259719802416,0.38608105024308004
1wW0YJQ-Xa0_1,1wW0YJQ-Xa0,Spray hisses,20s+,299.0,66.0,0.22073578595317725,2,0.5923634171485901,177.11666172742844,0.9976049661636353,0.011818102560937405,298.28388488292694,3.533612665720284,0.2838848829269409,0.8598338565919151,0.05353958584424673,2.9273339763653716,0.19884145259857178,1,1,0.7359917759895325,220.0615410208702,22.56154102087021,2.683585783748916,0.9871538792372491,0.3737442776905129,0.0,0.985602855682373,294.69525384902954,3.304746150970459,0.023527098819613457,7.034602547064424,0.10658488707673369,2.238813549564316,-3.7257940769195557,-4.099538326263428,0.9976049661636353,298.28388488292694,0.2838848829269409,0.011818102560937405,3.533612665720284,0.05353958584424673,2.9273339763653716,-4.426234245300293,-1.0768132209777832,-3.225967428801565,-0.6885204268010554
27HIamF8pKo_1,27HIamF8pKo,A train rumbles by as its whistle blows,2-5s,140.0,3.0,0.02142857142857143,0,0.18933655321598053,26.507117450237274,0.8335108160972595,0.007848638109862804,116.69151425361633,1.0988093353807926,0.808485746383667,0.3662697784602642,0.3662697784602642,1.0043851174870673,0.894344687461853,1,1,0.6764324307441711,94.70054030418396,22.79945969581604,8.835705816745758,2.178800991289924,-1.4543268461844807,0.0,0.7972399592399597,111.61359429359436,5.88640570640564,0.011166868731379509,1.5633616223931313,0.5211205407977104,0.6517738996943315,-4.483574390411377,-3.029247522354126,0.8335108160972595,116.69151425361633,0.808485746383667,0.007848638109862804,1.0988093353807926,0.3662697784602642,1.0043851174870673,-4.839535713195801,-1.4703165292739868,-2.8305748909842556,-0.3526112177927358
27HIamF8pKo_1,27HIamF8pKo,A train rumbles by as its whistle blows,2-5s,140.0,3.0,0.02142857142857143,3,0.4910241663455963,68.74338328838348,0.8416754603385925,0.029783837497234344,117.83456444740295,4.169737249612808,0.3345644474029541,0.7194697939968694,1.3899124165376027,0.3292407354722289,0.973082423210144,1,1,0.7619823217391968,106.67752504348755,10.822474956512451,22.914461096127827,3.1317682001688505,-0.0359071921279591,0.0,0.8027961254119873,112.39145755767822,5.108542442321777,0.028605017811059952,4.004702493548393,1.3349008311827977,0.2888570053348339,-3.525151014328003,-3.489243745803833,0.8416754603385925,117.83456444740295,0.3345644474029541,0.029783837497234344,4.169737249612808,1.3899124165376027,0.3292407354722289,-3.483552932739258,-1.5590720176696777,-2.8429111948340164,0.04038373013739491
27HIamF8pKo_1,27HIamF8pKo,A train rumbles by as its whistle blows,2-5s,140.0,3.0,0.02142857142857143,6,0.8429434299468994,118.01208019256592,0.3869485557079315,0.024394413456320763,54.17279779911041,3.4152178838849068,0.8272022008895874,0.5319680925149259,1.1384059612949688,0.12962900433545968,0.9229690432548523,1,1,0.36404988169670105,50.96698343753815,4.033016562461853,39.33736006418864,3.672174705070913,1.6802937908532223,0.0,0.3722046911716461,52.10865676403046,2.8913432359695435,0.038488131016492844,5.388338342308998,1.796112780769666,0.5856247634372184,-3.2181570529937744,-4.89845085144043,0.3869485557079315,54.17279779911041,0.8272022008895874,0.024394413456320763,3.4152178838849068,1.1384059612949688,0.12962900433545968,-3.688704252243042,-1.7266052961349487,-3.0865499416336943,-0.45599575910175877
27HIamF8pKo_3,27HIamF8pKo,A train rumbles by as something sprays out,0-2s,140.0,1.0,0.007142857142857143,3,0.4910241663455963,68.74338328838348,0.9035586714744568,0.08689019083976746,126.49821400642395,12.164626717567444,0.0017859935760498047,0.08220556398626341,12.164626717567444,2.498532290813394,0.856624960899353,1,1,0.7619823217391968,106.67752504348755,19.82247495651245,68.74338328838348,4.23038048883696,-0.0359071921279591,0.0,0.8776156306266785,122.86618828773499,3.6338117122650146,0.05685080960392952,7.959113344550133,7.959113344550133,2.074317604776479,-2.8087940216064453,-2.7728867530822754,0.9035586714744568,126.49821400642395,0.0017859935760498047,0.08689019083976746,12.164626717567444,12.164626717567444,2.498532290813394,-2.3522109985351562,-0.7651166915893555,-2.156062884060481,0.42421468603691526
2ABngPM3raQ_2,2ABngPM3raQ,A frog croaks,10-20s,152.0,12.0,0.07894736842105263,7,0.8412365913391113,127.86796188354492,0.22760465741157532,0.043533600866794586,34.59590792655945,6.617107331752777,0.9040920734405518,0.7306301841179691,0.5514256109793981,0.5952483342831959,0.8862220048904419,1,1,0.27036458253860474,41.09541654586792,5.59541654586792,10.65566349029541,2.3660915339352253,1.6674578436475704,0.0,0.2329215407371521,35.40407419204712,0.09592580795288086,0.05168430879712105,7.856014937162399,0.6546679114302,0.4236271773676839,-2.9095332622528076,-4.576991081237793,0.22760465741157532,34.59590792655945,0.9040920734405518,0.043533600866794586,6.617107331752777,0.5514256109793981,0.5952483342831959,-3.089712619781494,-1.8317371606826782,-2.789718711302909,-0.17162115691551205
2JV3emH50XU_1,2JV3emH50XU,"Amid noise, engines roar and brakes screech",10-20s,80.0,10.0,0.125,0,0.18933655321598053,15.146924257278442,0.7232792973518372,0.0894581601023674,57.86234378814697,7.156652808189392,0.13765621185302734,0.7156652808189392,0.7156652808189392,0.3345427062163692,0.8079183101654053,1,1,0.6764324307441711,54.11459445953369,3.8854055404663086,1.5146924257278442,0.4152123990285653,-1.4543268461844807,0.0,0.7197619080543518,57.580952644348145,0.41904735565185547,0.07476384192705154,5.9811073541641235,0.5981107354164124,0.5139793658928906,-2.515714645385742,-1.0613876581192017,0.7232792973518372,57.86234378814697,0.13765621185302734,0.0894581601023674,7.156652808189392,0.7156652808189392,0.3345427062163692,-2.3202688694000244,-0.7808528542518616,-0.929191764921456,0.17943665967652137
2JV3emH50XU_1,2JV3emH50XU,"Amid noise, engines roar and brakes screech",10-20s,80.0,10.0,0.125,3,0.4910241663455963,39.281933307647705,0.8938136100769043,0.10422000288963318,71.50508880615234,8.337600231170654,0.9949111938476562,0.7703267899140627,0.8337600231170654,0.18180966009495028,0.6483930349349976,1,1,0.7619823217391968,60.95858573913574,2.958585739135742,3.9281933307647705,1.3681796079074917,-0.0359071921279591,0.0,0.8924862146377563,71.39889717102051,1.1011028289794922,0.09008710831403732,7.206968665122986,0.7206968665122986,0.3275366649003797,-2.3125717639923096,-2.2766644954681396,0.8938136100769043,71.50508880615234,0.9949111938476562,0.10422000288963318,8.337600231170654,0.8337600231170654,0.18180966009495028,-2.151190757751465,-0.8385009765625,-1.6957162728078714,0.14572700480542944
2JV3emH50XU_1,2JV3emH50XU,"Amid noise, engines roar and brakes screech",10-20s,80.0,10.0,0.125,4,0.07413875311613083,5.931100249290466,0.5782821774482727,0.057119276374578476,46.262574195861816,4.569542109966278,0.2625741958618164,0.5711927637457848,0.4569542109966278,0.7831720878635,0.762908399105072,1,1,0.5870380997657776,46.96304798126221,0.963047981262207,0.5931100249290466,0.5223753576853841,-2.5247858938815373,0.0,0.6175694465637207,49.405555725097656,3.4055557250976562,0.05478803813457489,4.383043050765991,0.4383043050765991,0.8248418493911482,-2.8479373455047607,-0.3231513798236847,0.5782821774482727,46.262574195861816,0.2625741958618164,0.057119276374578476,4.569542109966278,0.4569542109966278,0.7831720878635,-2.803798198699951,-0.7251659035682678,-0.3024664917057642,0.041669761527648265
2JutOgAnqWA_1,2JutOgAnqWA,Metal clangs and scrapes,5-10s,214.0,8.0,0.037383177570093455,9,0.6701281666755676,143.40742766857147,0.0871167778968811,0.05951831117272377,18.642990469932556,12.736918590962887,0.35700953006744385,0.15702385044833703,1.5921148238703609,0.46506321036797815,0.9099133014678955,1,1,0.1608370691537857,34.41913279891014,2.080867201089859,17.925928458571434,2.8862481819962365,0.7087647924817356,0.0,0.0808960348367691,17.31175145506859,1.6882485449314117,0.07473187148571014,15.99262049794197,1.9990775622427464,0.6926858552871762,-2.51617693901062,-3.2249417304992676,0.0871167778968811,18.642990469932556,0.35700953006744385,0.05951831117272377,12.736918590962887,1.5921148238703609,0.46506321036797815,-2.760108232498169,-1.4511972665786743,-2.1935623267090603,-0.22762264491919812
2JutOgAnqWA_4,2JutOgAnqWA,Machinery runs as an electric drill whirs,5-10s,214.0,9.0,0.04205607476635514,5,0.4456096887588501,95.36047339439392,0.7582737803459167,0.0585765615105629,162.27058899402618,12.53538416326046,0.7705889940261841,0.7179676253064345,1.3928204625844955,0.33133080105296087,0.965961217880249,1,1,0.6909807920455933,147.86988949775696,13.630110502243042,10.595608154932657,2.360439590255347,-0.2184255400548803,0.0,0.7406956553459167,158.50887024402618,2.991129755973816,0.039599668234586716,8.474329002201557,0.9415921113557286,0.060183100985641835,-3.1885294914245605,-2.9701039791107178,0.7582737803459167,162.27058899402618,0.7705889940261841,0.0585765615105629,12.53538416326046,1.3928204625844955,0.33133080105296087,-2.7770583629608154,-1.1351261138916016,-2.420622691240989,0.3915139020386027
2KR0C5ysO8o_1,2KR0C5ysO8o,An engine runs as a man talks,2-5s,137.0,4.0,0.029197080291970802,5,0.4456096887588501,61.04852735996246,0.8917951583862305,0.02602444961667061,122.17593669891357,3.5653495974838734,0.6759366989135742,0.28047740415293826,0.8913373993709683,0.11503224825122933,0.9207637310028076,1,1,0.6909807920455933,94.66436851024628,26.835631489753723,15.262131839990616,2.7253747172779494,-0.2184255400548803,0.0,0.8459798097610474,115.89923393726349,5.600766062736511,0.0339483879506588,4.650929149240255,1.1627322873100638,0.1507726555595235,-3.3483757972717285,-3.1299502849578857,0.8917951583862305,122.17593669891357,0.6759366989135742,0.02602444961667061,3.5653495974838734,0.8913373993709683,0.11503224825122933,-3.622349739074707,-1.3596992492675781,-2.574602061718426,-0.2658049038107529
2KR0C5ysO8o_2,2KR0C5ysO8o,Water flows as a man talks,2-5s,137.0,2.0,0.014598540145985401,4,0.07413875311613083,10.157009176909924,0.5504285097122192,0.028298912569880486,75.40870583057404,3.8769510220736265,0.5912941694259644,0.5158692974486636,1.9384755110368133,0.6619018451044094,0.9690983295440674,1,1,0.5870380997657776,80.42421966791153,4.4242196679115295,5.078504588454962,1.6250168459029597,-2.5247858938815373,0.0,0.571898341178894,78.35007274150848,2.350072741508484,0.034164562821388245,4.6805451065301895,2.3402725532650948,0.8502673983411501,-3.3418045043945312,-0.8170185685157776,0.5504285097122192,75.40870583057404,0.5912941694259644,0.028298912569880486,3.8769510220736265,1.9384755110368133,0.6619018451044094,-3.536224842071533,-1.452396273612976,-0.7747494475618095,-0.18836555323674065
2RjqBRzmxaM_2,2RjqBRzmxaM,"As music plays, people talk and announcements ring out",5-10s,122.0,7.0,0.05737704918032787,6,0.8429434299468994,102.83909845352173,0.22509586811065674,0.05737290903925896,27.461695909500122,6.999494902789593,0.03830409049987793,0.989115143510425,0.9999278432556561,7.2159347767024e-05,0.26586559414863586,1,1,0.36404988169670105,44.41408556699753,16.914085566997528,14.691299779074532,2.6872554668076614,1.6802937908532223,0.0,0.28204405307769775,34.409374475479126,6.909374475479126,0.08341158181428909,10.17621298134327,1.4537447116204671,0.37414278709379695,-2.396871328353882,-4.077165126800537,0.22509586811065674,27.461695909500122,0.03830409049987793,0.05737290903925896,6.999494902789593,0.9999278432556561,7.2159347767024e-05,-2.799098491668701,-1.7772619724273682,-2.3131126797138646,-0.37421494644156383
2RjqBRzmxaM_4,2RjqBRzmxaM,"As music plays, metal clangs",2-5s,122.0,4.0,0.03278688524590164,3,0.4910241663455963,59.90494829416275,0.9416014552116394,0.032967183738946915,114.87537753582001,4.021996416151524,0.12462246417999268,0.9397321591817955,1.005499104037881,0.005484039168890639,0.9455548524856567,1,1,0.7619823217391968,92.961843252182,22.038156747817993,14.976237073540688,2.7064647498410217,-0.0359071921279591,0.0,0.9200754165649414,112.24920082092285,2.7507991790771484,0.030306946486234665,3.697447471320629,0.9243618678301573,0.07865165215737024,-3.4656026363372803,-3.4296953678131104,0.9416014552116394,114.87537753582001,0.12462246417999268,0.032967183738946915,4.021996416151524,1.005499104037881,0.005484039168890639,-3.3787198066711426,-1.0823694467544556,-2.785116401998392,0.08413569132626088
2RjqBRzmxaM_5,2RjqBRzmxaM,"As rain falls and music plays, a man talks",2-5s,122.0,2.0,0.01639344262295082,8,0.5322582125663757,64.93550193309784,0.5903140902519226,0.6363316178321838,72.01831901073456,77.63245737552643,0.9816809892654419,0.025762420353712755,38.816228687763214,3.6588384243292804,0.3729410469532013,1,1,0.47813287377357483,58.33221060037613,1.8322106003761292,32.46775096654892,3.48024731874967,0.12921232615624365,0.0,0.5575191378593445,68.01733481884003,4.982665181159973,0.2804620563983917,34.21637088060379,17.108185440301895,2.8395570296969552,-0.9421707987785339,-1.0713831186294556,0.5903140902519226,72.01831901073456,0.9816809892654419,0.6363316178321838,77.63245737552643,38.816228687763214,3.6588384243292804,0.5594775080680847,0.5430129766464233,-0.6406902890527149,0.8192813946323251
2a6GNu6uCDE_1,2a6GNu6uCDE,The audience cheers,5-10s,299.0,5.0,0.016722408026755852,0,0.18933655321598053,56.61162941157818,0.6877063512802124,0.02063136361539364,205.6241990327835,6.168777721002698,0.3758009672164917,0.6484266707132744,1.2337555442005397,0.21006280553502338,0.9601041078567505,1,1,0.6764324307441711,202.25329679250717,3.7467032074928284,11.322325882315635,2.4267765183053154,-1.4543268461844807,0.0,0.6991198658943176,209.03683990240097,3.0368399024009705,0.023926779627799988,7.154107108712196,1.4308214217424393,0.3582487001542487,-3.7085392475128174,-2.2542123794555664,0.6877063512802124,205.6241990327835,0.3758009672164917,0.02063136361539364,6.168777721002698,1.2337555442005397,0.21006280553502338,-3.860095739364624,-1.5200269222259521,-2.068527818151067,-0.14818589461922532
2a6GNu6uCDE_1,2a6GNu6uCDE,The audience cheers,5-10s,299.0,5.0,0.016722408026755852,5,0.4456096887588501,133.23729693889618,0.8499811887741089,0.02686067298054695,254.14437544345856,8.031341221183538,0.6443754434585571,0.6225610221630173,1.6062682442367078,0.47391362787655056,0.9532182812690735,1,1,0.6909807920455933,206.60325682163239,0.6032568216323853,26.647459387779236,3.282693813526301,-0.2184255400548803,0.0,0.8190677165985107,244.9012472629547,8.598752737045288,0.02099562995135784,6.277693355455995,1.2555386710911989,0.22756470048818306,-3.842221736907959,-3.623796224594116,0.8499811887741089,254.14437544345856,0.6443754434585571,0.02686067298054695,8.031341221183538,1.6062682442367078,0.47391362787655056,-3.5898640155792236,-0.9641715884208679,-3.055129113038118,0.2463489273883674
2a6GNu6uCDE_1,2a6GNu6uCDE,The audience cheers,5-10s,299.0,5.0,0.016722408026755852,8,0.5322582125663757,159.14520555734634,0.5389463901519775,0.02369658648967743,161.14497065544128,7.085279360413551,0.8550293445587158,0.5645507814905028,1.4170558720827102,0.3485813897708056,0.9747348427772522,1,1,0.47813287377357483,142.96172925829887,19.038270741701126,31.82904111146927,3.460379115532945,0.12921232615624365,0.0,0.5003620386123657,149.60824954509735,12.391750454902649,0.02331390045583248,6.970856236293912,1.3941712472587824,0.3323001507466014,-3.7351155281066895,-3.864327907562256,0.5389463901519775,161.14497065544128,0.8550293445587158,0.02369658648967743,7.085279360413551,1.4170558720827102,0.3485813897708056,-3.718442440032959,-1.623509407043457,-3.1280789647863436,0.016281239024204103
2a6GNu6uCDE_2,2a6GNu6uCDE,The audience claps,5-10s,299.0,7.0,0.023411371237458192,5,0.4456096887588501,133.23729693889618,0.8480622172355652,0.026835326105356216,253.570602953434,8.023762505501509,0.9293970465660095,0.7797970843725802,1.1462517865002155,0.1364973031480345,0.9562758803367615,1,1,0.6909807920455933,206.60325682163239,0.10325682163238525,19.033899562699453,2.946221576905088,-0.2184255400548803,0.0,0.8239936232566833,246.37409335374832,8.125906646251678,0.020354215055704117,6.085910301655531,0.8694157573793616,0.13993383616178331,-3.8739030361175537,-3.655477523803711,0.8480622172355652,253.570602953434,0.9293970465660095,0.026835326105356216,8.023762505501509,1.1462517865002155,0.1364973031480345,-3.590834140777588,-0.8895987868309021,-3.0861554130668716,0.27643113930981783
2a6GNu6uCDE_3,2a6GNu6uCDE,A woman laughs as the audience cheers and claps,2-5s,299.0,3.0,0.010033444816053512,4,0.07413875311613083,22.167487181723118,0.595477283000946,0.031899239867925644,178.04770761728287,9.537872720509768,0.45229238271713257,0.31453554559906727,3.1792909068365893,1.1566581866556607,0.9536464810371399,1,1,0.5870380997657776,175.5243918299675,2.975608170032501,7.389162393907706,2.000014385357357,-2.5247858938815373,0.0,0.6049054861068726,180.8667403459549,2.366740345954895,0.03082217276096344,9.215829655528069,3.071943218509356,1.1223103315564504,-3.448213815689087,-0.9234278798103333,0.595477283000946,178.04770761728287,0.45229238271713257,0.031899239867925644,9.537872720509768,3.1792909068365893,1.1566581866556607,-3.4127540588378906,-1.2360544204711914,-0.8777040538009063,0.0343478550992102
2a6GNu6uCDE_4,2a6GNu6uCDE,A woman gives a speech with tears in her eyes,20s+,299.0,34.0,0.11371237458193979,3,0.4910241663455963,146.8162257373333,0.9466707110404968,0.041976865381002426,283.05454260110855,12.551082748919725,0.054542601108551025,0.36914949261528607,0.36914949261528607,0.9965535879455054,0.9470750093460083,1,1,0.7619823217391968,227.83271420001984,55.167285799980164,4.318124286392155,1.4628211150021806,-0.0359071921279591,0.0,0.946904182434082,283.1243505477905,0.12435054779052734,0.038072943687438965,11.38381016254425,0.33481794595718384,1.094168339780702,-3.2294347286224365,-3.1935274600982666,0.9466707110404968,283.05454260110855,0.054542601108551025,0.041976865381002426,12.551082748919725,0.36914949261528607,0.9965535879455054,-3.127753257751465,-0.8877865076065063,-2.556989454782883,0.09761475183519644
32565FEuksc_1,32565FEuksc,A woman talks as camera shutters click,10-20s,278.0,10.0,0.03597122302158273,1,0.3227500021457672,89.72450059652328,0.34384387731552124,0.046721477061510086,95.5885978937149,12.988570623099804,0.08859789371490479,0.07699076588316257,1.2988570623099804,0.26148469492110815,0.9377712607383728,1,1,0.44674772024154663,124.19586622714996,8.195866227149963,8.972450059652328,2.194158778089594,-0.7411624414217115,0.0,0.3146420121192932,87.47047936916351,2.029520630836487,0.03587384894490242,9.972930006682873,0.9972930006682873,0.0027106698800146312,-3.2912135124206543,-2.550050973892212,0.34384387731552124,95.5885978937149,0.08859789371490479,0.046721477061510086,12.988570623099804,1.2988570623099804,0.26148469492110815,-3.0157032012939453,-0.9992054104804993,-2.196869447969609,0.26419536480112277
32565FEuksc_1,32565FEuksc,A woman talks as camera shutters click,10-20s,278.0,10.0,0.03597122302158273,6,0.8429434299468994,234.33827352523804,0.28520646691322327,0.03833357244729996,79.28739780187607,10.656733140349388,0.21260219812393188,0.09383738776508523,1.0656733140349388,0.06360681914579104,0.9415583610534668,1,1,0.36404988169670105,101.20586711168289,5.705867111682892,23.433827352523803,3.1541805918263095,1.6802937908532223,0.0,0.25746941566467285,71.57649755477905,7.923502445220947,0.03904055431485176,10.85327409952879,1.085327409952879,0.08188170179716724,-3.203331232070923,-4.883625030517578,0.28520646691322327,79.28739780187607,0.21260219812393188,0.03833357244729996,10.656733140349388,1.0656733140349388,0.06360681914579104,-3.222341537475586,-1.834431767463684,-3.0722988900291424,-0.018274882651376227
32565FEuksc_2,32565FEuksc,Applause breaks out,10-20s,278.0,11.0,0.039568345323741004,2,0.5923634171485901,164.67702996730804,0.9971330165863037,0.01255586463958025,277.20297861099243,3.4905303698033094,0.29702138900756836,0.2864894139443771,0.31732094270939176,1.1478415797050492,0.5065566897392273,1,1,0.7359917759895325,204.60571372509003,8.394286274909973,14.970639087937094,2.7060908887652544,0.3737442776905129,0.0,0.9887745380401611,274.8793215751648,2.620678424835205,0.018881868571043015,5.249159462749958,0.4771963147954507,0.7398273113459262,-3.950490713119507,-4.324234962463379,0.9971330165863037,277.20297861099243,0.29702138900756836,0.01255586463958025,3.4905303698033094,0.31732094270939176,1.1478415797050492,-4.364932060241699,-1.068332552909851,-3.4459182001111808,-0.4080142683591229
32565FEuksc_2,32565FEuksc,Applause breaks out,10-20s,278.0,11.0,0.039568345323741004,5,0.4456096887588501,123.87949347496033,0.7673578858375549,0.02566562592983246,213.32549226284027,7.1350440084934235,0.325492262840271,0.8918805010616779,0.648640364408493,0.4328768539147422,0.9091300964355469,1,1,0.6909807920455933,192.09266018867493,1.5926601886749268,11.261772134087302,2.4214139934619814,-0.2184255400548803,0.0,0.7904791235923767,219.75319635868073,6.753196358680725,0.029983915388584137,8.33552847802639,0.7577753161842172,0.27736835392337483,-3.476651668548584,-3.258226156234741,0.7673578858375549,213.32549226284027,0.325492262840271,0.02566562592983246,7.1350440084934235,0.648640364408493,0.4328768539147422,-3.6366019248962402,-1.6270610094070435,-2.6987823473853565,-0.1555084999913674
32565FEuksc_2,32565FEuksc,Applause breaks out,10-20s,278.0,11.0,0.039568345323741004,9,0.6701281666755676,186.2956303358078,0.12601293623447418,0.03276529535651207,35.03159627318382,9.108752109110355,0.5315962731838226,0.8890887110855644,0.8280683735554869,0.1886595512483157,0.9793948531150818,1,1,0.1608370691537857,44.712705224752426,10.212705224752426,16.935966394164346,2.8294395495464872,0.7087647924817356,0.0,0.1119207963347435,31.113981381058693,3.386018618941307,0.026252368465065956,7.298158433288336,0.6634689484807578,0.4102732258818626,-3.613395929336548,-4.322160720825195,0.12601293623447418,35.03159627318382,0.5315962731838226,0.03276529535651207,9.108752109110355,0.8280683735554869,0.1886595512483157,-3.385071277618408,-1.4047712087631226,-3.23971277542835,0.22161367463354686
3RultJjvTWI_1,3RultJjvTWI,A roller coaster runs as the wind blows and several people chat,20s+,299.0,30.0,0.10033444816053512,9,0.6701281666755676,200.36832183599472,0.008778449147939682,0.018621809780597687,2.624756295233965,5.567921124398708,0.12475629523396492,0.8980012267217525,0.18559737081329028,1.6841756246070425,0.9288933277130127,1,1,0.1608370691537857,48.090283676981926,45.590283676981926,6.678944061199824,1.8989599003827518,0.7087647924817356,0.0,0.03894449397921562,11.644403699785471,9.144403699785471,0.04478110745549202,13.389551129192114,0.4463183709730705,0.8067227453595048,-3.0601541996002197,-3.768918991088867,0.008778449147939682,2.624756295233965,0.12475629523396492,0.018621809780597687,5.567921124398708,0.18559737081329028,1.6841756246070425,-3.9646244049072266,-1.7922999858856201,-2.7056826457422565,-0.8774528792475377
3Sml1wHcuxo_1,3Sml1wHcuxo,A train passes by as its whistle blows,10-20s,300.0,17.0,0.056666666666666664,3,0.4910241663455963,147.3072499036789,0.8744423985481262,0.033599551767110825,262.33271956443787,10.079865530133247,0.8327195644378662,0.49603836331474394,0.5929332664784264,0.5226734217665343,0.9461033940315247,1,1,0.7619823217391968,228.59469652175903,1.4053034782409668,8.665132347275229,2.1593071968276405,-0.0359071921279591,0.0,0.8942285776138306,268.26857328414917,1.73142671585083,0.027335477992892265,8.20064339786768,0.4823907881098635,0.7290007297094858,-3.5718538761138916,-3.5359466075897217,0.8744423985481262,262.33271956443787,0.8327195644378662,0.033599551767110825,10.079865530133247,0.5929332664784264,0.5226734217665343,-3.359065532684326,-0.8133672475814819,-2.8883079265371268,0.2063273079429514
3Sml1wHcuxo_1,3Sml1wHcuxo,A train passes by as its whistle blows,10-20s,300.0,17.0,0.056666666666666664,4,0.07413875311613083,22.24162593483925,0.7488433718681335,0.0067759291268885136,224.65301156044006,2.032778738066554,0.8469884395599365,0.49634653746246665,0.11957521988626789,2.1238096505191364,0.43578413128852844,1,1,0.5870380997657776,176.11142992973328,42.888570070266724,1.3083309373434853,0.268752231234765,-2.5247858938815373,0.0,0.7007496953010559,210.22490859031677,8.775091409683228,0.0128747234120965,3.86241702362895,0.22720100138993823,1.4819201846187173,-4.339530944824219,-1.8147451877593994,0.7488433718681335,224.65301156044006,0.8469884395599365,0.0067759291268885136,2.032778738066554,0.11957521988626789,2.1238096505191364,-4.987579822540283,-1.2540165185928345,-1.750672415853482,-0.6418894659004193
