qid,vid,duration_bin,cohort,condition,replicate,layer,top_k,mean_gt_distance_sec,mean_hard_distance_sec,median_gt_distance_sec,median_hard_distance_sec,n_refs_closer_gt,n_refs_closer_hard,n_refs_tied,final_gt_center_density,final_hard_center_density,final_center_density_tolerance_sec,reference_centers_sec
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,3,1,10,7.3411867141723635,25.30474281311035,6.8760528564453125,24.08035659790039,8,2,0,0.3,0.1,2.0,"[50.48249053955078, 41.137638092041016, 78.08082580566406, 76.4368667602539, 30.551197052001953, 86.10400390625, 54.029014587402344, 83.16706848144531, 66.3353042602539, 18.174589157104492]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,3,2,10,5.60164966583252,34.27313995361328,4.8492431640625,31.895275115966797,8,2,0,0.3,0.1,2.0,"[52.95748519897461, 47.10989761352539, 93.60230255126953, 87.53469848632812, 36.60297393798828, 101.58329772949219, 62.30146026611328, 110.21768951416016, 79.48908996582031, 21.461530685424805]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,4,1,10,7.3411867141723635,25.30474281311035,6.8760528564453125,24.08035659790039,8,2,0,0.3,0.1,2.0,"[50.48249053955078, 41.137638092041016, 78.08082580566406, 76.4368667602539, 30.551197052001953, 86.10400390625, 54.029014587402344, 83.16706848144531, 66.3353042602539, 18.174589157104492]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,4,2,10,5.668850135803223,34.33757400512695,4.815437316894531,31.843303680419922,8,2,0,0.3,0.1,2.0,"[52.9478759765625, 47.188026428222656, 93.68679809570312, 88.1692123413086, 36.66614532470703, 101.60623168945312, 62.297019958496094, 110.21188354492188, 79.38958740234375, 21.45477867126465]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,5,1,10,7.3411867141723635,25.30474281311035,6.8760528564453125,24.08035659790039,8,2,0,0.3,0.1,2.0,"[50.48249053955078, 41.137638092041016, 78.08082580566406, 76.4368667602539, 30.551197052001953, 86.10400390625, 54.029014587402344, 83.16706848144531, 66.3353042602539, 18.174589157104492]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,5,2,10,5.559368324279785,34.28800582885742,4.79643440246582,31.82222557067871,8,2,0,0.3,0.1,2.0,"[52.98389434814453, 47.260887145996094, 93.58819580078125, 87.51893615722656, 36.68479537963867, 101.72233581542969, 62.294681549072266, 110.32630157470703, 79.34976959228516, 21.480146408081055]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,6,1,10,7.3411867141723635,25.30474281311035,6.8760528564453125,24.08035659790039,8,2,0,0.3,0.1,2.0,"[50.48249053955078, 41.137638092041016, 78.08082580566406, 76.4368667602539, 30.551197052001953, 86.10400390625, 54.029014587402344, 83.16706848144531, 66.3353042602539, 18.174589157104492]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,6,2,10,5.570052146911621,34.2845458984375,4.849706649780273,31.879337310791016,8,2,0,0.3,0.1,2.0,"[52.9629020690918, 47.156288146972656, 93.53317260742188, 87.4883041381836, 36.5958137512207, 101.69109344482422, 62.29522705078125, 110.3104248046875, 79.46344757080078, 21.459604263305664]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,7,1,10,7.3411867141723635,25.30474281311035,6.8760528564453125,24.08035659790039,8,2,0,0.3,0.1,2.0,"[50.48249053955078, 41.137638092041016, 78.08082580566406, 76.4368667602539, 30.551197052001953, 86.10400390625, 54.029014587402344, 83.16706848144531, 66.3353042602539, 18.174589157104492]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,7,2,10,5.580303382873535,34.26458740234375,4.838466644287109,31.854110717773438,8,2,0,0.3,0.1,2.0,"[52.934226989746094, 47.158077239990234, 93.53836059570312, 87.49812316894531, 36.64116668701172, 101.65351104736328, 62.31809997558594, 110.28736114501953, 79.39012145996094, 21.4908390045166]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,8,1,10,7.3411867141723635,25.30474281311035,6.8760528564453125,24.08035659790039,8,2,0,0.3,0.1,2.0,"[50.48249053955078, 41.137638092041016, 78.08082580566406, 76.4368667602539, 30.551197052001953, 86.10400390625, 54.029014587402344, 83.16706848144531, 66.3353042602539, 18.174589157104492]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,8,2,10,5.57731876373291,34.27370834350586,4.849758148193359,31.850927352905273,8,2,0,0.3,0.1,2.0,"[52.9479866027832, 47.16237258911133, 93.53287506103516, 87.48209381103516, 36.611595153808594, 101.68888854980469, 62.3111457824707, 110.30989837646484, 79.39070892333984, 21.4772891998291]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,9,1,10,7.3411867141723635,25.30474281311035,6.8760528564453125,24.08035659790039,8,2,0,0.3,0.1,2.0,"[50.48249053955078, 41.137638092041016, 78.08082580566406, 76.4368667602539, 30.551197052001953, 86.10400390625, 54.029014587402344, 83.16706848144531, 66.3353042602539, 18.174589157104492]"
4CAMv5nlr-0_2,4CAMv5nlr-0,2-5s,control,REMOVE_RANDOM,9,2,10,5.624264907836914,34.25265121459961,4.875654220581055,31.854799270629883,8,2,0,0.3,0.1,2.0,"[52.85887145996094, 47.07486343383789, 93.58621215820312, 87.5241928100586, 36.5667724609375, 101.58544921875, 62.31808090209961, 110.23123931884766, 79.39151763916016, 21.477123260498047]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,FULL_ACCESS,0,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 134.02432250976562, 81.109375, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,FULL_ACCESS,0,2,10,90.2821590423584,74.849365234375,71.63289642333984,78.53367614746094,4,6,0,0.1,0.1,2.0,"[257.7112121582031, 274.11749267578125, 195.53561401367188, 173.19859313964844, 226.80044555664062, 25.233776092529297, 137.86288452148438, 65.99766540527344, 100.64385223388672, 297.2657165527344]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_HARD,0,1,10,100.82327194213867,52.146507263183594,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 202.9297332763672, 143.4398651123047, 48.251121520996094, 81.109375, 134.02432250976562, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_HARD,0,2,10,89.59100570678712,76.24617004394531,67.86416625976562,78.79257202148438,4,6,0,0.1,0.1,2.0,"[257.76446533203125, 274.2899475097656, 203.7233428955078, 229.052490234375, 172.54832458496094, 24.1185302734375, 65.68653869628906, 137.11375427246094, 100.17932891845703, 297.2779541015625]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,0,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 134.02432250976562, 81.109375, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,0,2,10,90.24486656188965,74.842041015625,71.59823608398438,78.55380249023438,4,6,0,0.1,0.1,2.0,"[257.74700927734375, 273.8074035644531, 195.67759704589844, 173.1259307861328, 226.80825805664062, 25.18295669555664, 137.8797607421875, 65.93675994873047, 100.63941192626953, 297.1449279785156]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,1,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 134.02432250976562, 81.109375, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,1,2,10,90.27028427124023,74.8622817993164,71.62567138671875,78.56188201904297,4,6,0,0.1,0.1,2.0,"[257.6529541015625, 274.0133972167969, 195.565185546875, 173.1834716796875, 226.89476013183594, 25.308372497558594, 137.73512268066406, 65.99005126953125, 100.52919006347656, 297.2426452636719]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,2,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 81.109375, 134.02432250976562, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,2,2,10,90.36627178192138,74.84809112548828,71.79607391357422,78.56277465820312,4,6,0,0.1,0.1,2.0,"[257.8221130371094, 274.1419677734375, 195.2975616455078, 173.11029052734375, 226.61151123046875, 25.128999710083008, 65.91608428955078, 137.8222198486328, 100.6965560913086, 297.2818603515625]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,3,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 134.02432250976562, 81.109375, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,3,2,10,90.26048278808594,74.8766098022461,71.60694885253906,78.55294799804688,4,6,0,0.1,0.1,2.0,"[257.77020263671875, 274.1256103515625, 195.62770080566406, 173.1584014892578, 226.9529571533203, 25.334068298339844, 137.7314910888672, 66.03274536132812, 100.66431427001953, 297.210693359375]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,4,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 134.02432250976562, 81.109375, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,4,2,10,90.17042980194091,74.7958755493164,71.46424102783203,78.4411392211914,4,6,0,0.1,0.1,2.0,"[257.6434326171875, 273.74951171875, 195.8028106689453, 173.26870727539062, 226.8244171142578, 25.2756290435791, 137.9654541015625, 65.92704010009766, 100.76115417480469, 297.1365661621094]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,5,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 134.02432250976562, 81.109375, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,5,2,10,90.2760145187378,74.8448257446289,71.65059661865234,78.54443359375,4,6,0,0.1,0.1,2.0,"[257.8231506347656, 274.28277587890625, 195.48696899414062, 173.2118377685547, 226.8571014404297, 25.353517532348633, 137.89138793945312, 66.05724334716797, 100.7342758178711, 297.2465515136719]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,6,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 134.02432250976562, 81.109375, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,6,2,10,90.23876075744629,74.81541442871094,71.5962142944336,78.46186828613281,4,6,0,0.1,0.1,2.0,"[257.5845642089844, 274.0614013671875, 195.53424072265625, 173.27333068847656, 226.84902954101562, 25.225147247314453, 137.95095825195312, 66.01333618164062, 100.66082000732422, 297.2485046386719]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,7,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 134.02432250976562, 81.109375, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,7,2,10,90.22306938171387,74.79107666015625,71.55230712890625,78.44834899902344,4,6,0,0.1,0.1,2.0,"[257.63409423828125, 274.0972595214844, 195.5391387939453, 173.3562469482422, 226.80091857910156, 25.31631088256836, 137.90211486816406, 66.11164855957031, 100.7374038696289, 297.26312255859375]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,8,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 81.109375, 134.02432250976562, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,8,2,10,90.331831741333,74.77709197998047,71.86744689941406,78.50687408447266,4,6,0,0.1,0.1,2.0,"[257.7093200683594, 274.1009216308594, 195.04112243652344, 173.22398376464844, 226.68519592285156, 25.246074676513672, 65.95164489746094, 137.9184112548828, 100.69557189941406, 297.27008056640625]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,9,1,10,100.82327194213867,52.146514892578125,96.22434997558594,43.38660430908203,2,8,0,0.1,0.1,2.0,"[207.2942352294922, 228.59469604492188, 176.11143493652344, 143.4398651123047, 202.9297332763672, 48.251121520996094, 81.109375, 134.02432250976562, 109.2149658203125, 220.7975311279297]"
4IeDBwyQ9ZQ_4,4IeDBwyQ9ZQ,2-5s,control,REMOVE_RANDOM,9,2,10,90.19318389892578,74.74678802490234,71.51776123046875,78.4505386352539,4,6,0,0.1,0.1,2.0,"[257.667236328125, 274.0856628417969, 195.5187530517578, 173.4457244873047, 226.74928283691406, 25.215652465820312, 66.0401611328125, 138.35577392578125, 100.76615905761719, 297.27044677734375]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,FULL_ACCESS,0,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 56.8203239440918, 37.52680969238281, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,FULL_ACCESS,0,2,10,27.106093215942384,19.729686737060547,26.37261390686035,20.345630645751953,4,6,0,0.1,0.1,2.0,"[45.367557525634766, 69.93964385986328, 75.68893432617188, 51.88721466064453, 30.956317901611328, 64.92354583740234, 37.10475540161133, 24.23228645324707, 13.823095321655273, 83.60641479492188]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_HARD,0,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[58.04238510131836, 64.00651550292969, 30.580190658569336, 49.31119918823242, 56.8203239440918, 37.52680969238281, 40.16316223144531, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_HARD,0,2,10,26.81551456451416,20.412334442138672,24.1049747467041,20.75662612915039,4,6,0,0.1,0.1,2.0,"[69.95528411865234, 75.82876586914062, 30.447338104248047, 57.001708984375, 65.23875427246094, 36.93244552612305, 44.7883415222168, 23.72550392150879, 13.194557189941406, 83.61031341552734]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,0,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 56.8203239440918, 37.52680969238281, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,0,2,10,27.089831352233887,19.646421432495117,26.465129852294922,20.324480056762695,4,6,0,0.1,0.1,2.0,"[45.443946838378906, 69.7154541015625, 75.60252380371094, 51.62579345703125, 31.07390022277832, 64.99775695800781, 37.197017669677734, 24.348796844482422, 13.895034790039062, 83.59349060058594]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,1,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 37.52680969238281, 56.8203239440918, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,1,2,10,27.12191104888916,19.731616973876953,26.385040283203125,20.363880157470703,4,6,0,0.1,0.1,2.0,"[45.3642578125, 69.92373657226562, 75.65364837646484, 51.86566162109375, 30.90713119506836, 37.068599700927734, 64.89486694335938, 24.167104721069336, 13.851112365722656, 83.6079330444336]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,2,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 37.52680969238281, 56.8203239440918, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,2,2,10,27.0985258102417,19.665876388549805,26.368928909301758,20.243722915649414,4,6,0,0.1,0.1,2.0,"[45.40277099609375, 69.75141906738281, 75.66324615478516, 51.859371185302734, 31.056211471557617, 37.147308349609375, 64.82319641113281, 24.335750579833984, 13.90726089477539, 83.60530090332031]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,3,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 56.8203239440918, 37.52680969238281, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,3,2,10,27.11054096221924,19.7259464263916,26.374534606933594,20.3494930267334,4,6,0,0.1,0.1,2.0,"[45.34135055541992, 69.90923309326172, 75.64411163330078, 51.90958023071289, 30.939374923706055, 64.91686248779297, 37.0914421081543, 24.217876434326172, 13.816558837890625, 83.60357666015625]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,4,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 56.8203239440918, 37.52680969238281, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,4,2,10,27.12801151275635,19.757265090942383,26.383872985839844,20.3798828125,4,6,0,0.1,0.1,2.0,"[45.33366012573242, 69.98897552490234, 75.65997314453125, 51.89859390258789, 30.86810874938965, 64.92503356933594, 36.9793701171875, 24.16526985168457, 13.829656600952148, 83.60881042480469]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,5,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 30.580190658569336, 49.31119918823242, 56.8203239440918, 37.52680969238281, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,5,2,10,27.131151390075683,19.742000579833984,26.37641143798828,20.318531036376953,4,6,0,0.1,0.1,2.0,"[45.35237121582031, 69.94982147216797, 75.67517852783203, 30.896047592163086, 51.894805908203125, 64.85724639892578, 36.95576477050781, 24.220182418823242, 13.846670150756836, 83.60924530029297]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,6,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 56.8203239440918, 37.52680969238281, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,6,2,10,27.167069911956787,19.658071517944336,26.719816207885742,20.343948364257812,4,6,0,0.1,0.1,2.0,"[45.3145866394043, 69.91920471191406, 75.71189880371094, 51.24578094482422, 30.984407424926758, 64.97543334960938, 37.09702682495117, 24.287538528442383, 13.824376106262207, 83.6071548461914]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,7,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 56.8203239440918, 37.52680969238281, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,7,2,10,27.13815450668335,19.670269012451172,26.553573608398438,20.334369659423828,4,6,0,0.1,0.1,2.0,"[45.334075927734375, 69.86852264404297, 75.54878234863281, 51.55877685546875, 30.89897918701172, 64.89920043945312, 37.1199951171875, 24.2304630279541, 13.850363731384277, 83.5931396484375]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,8,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 56.8203239440918, 37.52680969238281, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,8,2,10,27.143163013458253,19.668800354003906,26.54157066345215,20.298824310302734,4,6,0,0.1,0.1,2.0,"[45.384029388427734, 69.87776947021484, 75.67018127441406, 51.53282928466797, 30.995553970336914, 64.83355712890625, 37.10541915893555, 24.235910415649414, 13.879118919372559, 83.60563659667969]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,9,1,10,31.550516414642335,14.551263809204102,30.262819290161133,13.731097221374512,2,8,0,0.1,0.1,2.0,"[40.16316223144531, 58.04238510131836, 64.00651550292969, 49.31119918823242, 30.580190658569336, 37.52680969238281, 56.8203239440918, 22.71062469482422, 13.510313987731934, 61.82331085205078]"
4UPOUGVMlEs_3,4UPOUGVMlEs,2-5s,harmful,REMOVE_RANDOM,9,2,10,27.10737724304199,19.681324005126953,26.40373992919922,20.303680419921875,4,6,0,0.1,0.1,2.0,"[45.306678771972656, 69.78961181640625, 75.5476303100586, 51.885841369628906, 30.96550941467285, 37.093082427978516, 64.88760375976562, 24.280241012573242, 13.858299255371094, 83.59300994873047]"
4_DjmCg8Ra8_1,4_DjmCg8Ra8,0-2s,control,FULL_ACCESS,0,1,10,35.641055488586424,39.80826950073242,27.817249298095703,41.767704010009766,5,5,0,0.0,0.0,2.0,"[135.43223571777344, 115.0594711303711, 93.71404266357422, 132.58074951171875, 71.35377502441406, 149.34854125976562, 87.56255340576172, 31.524065017700195, 52.991458892822266, 144.25439453125]"
4_DjmCg8Ra8_1,4_DjmCg8Ra8,0-2s,control,FULL_ACCESS,0,2,10,48.08246421813965,58.53041458129883,47.29264450073242,58.61283493041992,6,4,0,0.0,0.0,2.0,"[166.23269653320312, 133.58322143554688, 113.5812759399414, 150.83692932128906, 71.64740753173828, 176.876953125, 90.6584701538086, 16.35755157470703, 47.90654373168945, 193.4460906982422]"
4_DjmCg8Ra8_1,4_DjmCg8Ra8,0-2s,control,REMOVE_HARD,0,1,10,35.641055488586424,39.80826950073242,27.817249298095703,41.767704010009766,5,5,0,0.0,0.0,2.0,"[135.43223571777344, 115.0594711303711, 132.58074951171875, 93.71404266357422, 149.34854125976562, 87.56255340576172, 71.35377502441406, 31.524065017700195, 52.991458892822266, 144.25439453125]"
4_DjmCg8Ra8_1,4_DjmCg8Ra8,0-2s,control,REMOVE_HARD,0,2,10,48.00021095275879,58.668304443359375,47.36677932739258,58.638587951660156,6,4,0,0.0,0.0,2.0,"[166.2221221923828, 133.6077117919922, 150.82034301757812, 114.01903533935547, 176.9070281982422, 91.3214340209961, 71.48856353759766, 16.33053207397461, 47.888877868652344, 193.49334716796875]"
4_DjmCg8Ra8_1,4_DjmCg8Ra8,0-2s,control,REMOVE_RANDOM,0,1,10,35.641055488586424,39.80826950073242,27.817249298095703,41.767704010009766,5,5,0,0.0,0.0,2.0,"[115.0594711303711, 135.43223571777344, 93.71404266357422, 132.58074951171875, 149.34854125976562, 71.35377502441406, 87.56255340576172, 31.524065017700195, 52.991458892822266, 144.25439453125]"
4_DjmCg8Ra8_1,4_DjmCg8Ra8,0-2s,control,REMOVE_RANDOM,0,2,10,48.0771297454834,58.52534103393555,47.29155731201172,58.64710235595703,6,4,0,0.0,0.0,2.0,"[133.7104034423828, 166.23928833007812, 113.53717803955078, 150.88815307617188, 176.8243408203125, 71.65617370605469, 90.70387268066406, 16.416194915771484, 47.92427062988281, 193.3468017578125]"
4_DjmCg8Ra8_1,4_DjmCg8Ra8,0-2s,control,REMOVE_RANDOM,1,1,10,35.641055488586424,39.80826950073242,27.817249298095703,41.767704010009766,5,5,0,0.0,0.0,2.0,"[135.43223571777344, 115.0594711303711, 132.58074951171875, 71.35377502441406, 149.34854125976562, 93.71404266357422, 87.56255340576172, 31.524065017700195, 52.991458892822266, 144.25439453125]"
4_DjmCg8Ra8_1,4_DjmCg8Ra8,0-2s,control,REMOVE_RANDOM,1,2,10,48.125145530700685,58.549537658691406,47.287559509277344,58.77155685424805,6,4,0,0.0,0.0,2.0,"[166.22625732421875, 133.79290771484375, 150.8626708984375, 71.65113830566406, 176.83969116210938, 113.54586791992188, 90.57609558105469, 16.24979591369629, 47.89390563964844, 193.4467315673828]"
