qid,query,duration,vid,relevant_windows,gt_duration_sec,gt_union_duration_sec,gt_count,query_word_count,query_char_count,gt_duration_bin_fine,gt_duration_bin_broad,normalized_gt_width,r1_iou05,r1_iou07,oracle10_iou05,oracle10_iou07,final_width_sec,final_center_sec,center_error_sec,oracle10_best_iou,initial_width_norm_median,initial_width_sec_median,initial_width_gt_ratio_median,initial_width_gt_ratio_nearest_center,initial_nearest_center_error_sec,valid_tokens,gt_token_count,gt_token_fraction,best_gt_saliency,mean_gt_saliency,best_false_saliency,gt_vs_false_margin,gt_saliency_percentile,gt_saliency_rank,false_peaks_above_gt,false_peak_count,high_saliency_distractor_peak_count,nearby_best_saliency,gt_vs_nearby_margin,random_negative_best_mean,gt_vs_random_negative_margin,top1_gt_token,top3_gt_token,top5_gt_token,top10_gt_token,gt_token_center_sec,audio_duration_sec,qd_top1_center_hit_le_2s,short_failure_iou07,final_width_gt_ratio,qd_top1_center_sec,final_center_error_sec,audio_duration_group,audio_duration_group_threshold_sec,gt_count_bin,query_word_bin
D4s5aHrsBgs_2,Music plays as someone plays the flute,300,D4s5aHrsBgs,"[[23, 158]]",135.0,135.0,1,7,38,20s+,10s+,0.45,0.0,0.0,0.0,0.0,34.0,62.0,28.5,0.2518518518518518,0.5116411935411949,153.49235806235845,1.136980430091544,1.8694147462425483,9.390619644099218,300.0,135.0,0.45,-11.255979537963867,-11.658534749348958,-11.30740737915039,0.05142784118652344,1.0,1.0,0.0,44.0,2.0,-11.541861534118652,0.28588199615478516,-11.341127634048462,0.08514809608459473,1.0,1.0,1.0,1.0,90.5,300.0,0.0,1.0,0.2518518518518518,62.0,28.5,not_short_primary,nan,1,6-10w
D4s5aHrsBgs_3,Music plays while a flute sounds and fingers snap,300,D4s5aHrsBgs,"[[79, 89]]",10.0,10.0,1,9,49,10-20s,10s+,0.03333333333333333,0.0,0.0,0.0,0.0,16.0,255.0,171.0,0.1,0.5116411935411949,153.49235806235845,15.349235806235844,25.237099074274404,2.8906196440992176,300.0,10.0,0.03333333333333333,-11.858144760131836,-11.982064342498779,-11.447535514831543,-0.41060924530029297,0.6866666666666666,95.0,94.0,86.0,19.0,-11.640074729919434,-0.21807003021240234,-11.613004055023193,-0.24514070510864272,0.0,0.0,0.0,0.0,84.0,300.0,0.0,1.0,1.6,255.0,171.0,not_short_primary,nan,1,6-10w
D4s5aHrsBgs_4,Laughter erupts as a man talks,300,D4s5aHrsBgs,"[[175, 184], [191, 199], [220, 223], [259, 264], [283, 292], [242, 245]]",9.0,37.0,6,6,30,5-10s,5-10s,0.03,0.0,0.0,1.0,0.0,13.0,253.5,8.0,0.5714285714285714,0.5116411935411949,153.49235806235845,17.05470645137316,19.74544772975886,0.7024774962158631,300.0,37.0,0.12333333333333334,-11.60554313659668,-11.882149799450024,-11.490630149841309,-0.1149129867553711,0.98,7.0,6.0,83.0,21.0,-11.63337516784668,0.02783203125,-11.577351970672607,-0.028191165924072337,0.0,0.0,0.0,1.0,228.7972972972973,300.0,0.0,1.0,1.4444444444444444,253.5,8.0,not_short_primary,nan,3+,6-10w
D4s5aHrsBgs_5,A flute plays and laughter follows,300,D4s5aHrsBgs,"[[227, 243], [252, 259], [292, 300], [264, 276]]",16.0,43.0,4,6,34,10-20s,10s+,0.05333333333333334,0.0,0.0,1.0,1.0,15.0,257.5,2.0,0.7777777777777778,0.5116411935411949,153.49235806235845,9.593272378897403,9.206703162491527,6.405304305558104,300.0,43.0,0.14333333333333334,-10.658927917480469,-10.780324581057526,-10.520648956298828,-0.13827896118164062,0.9233333333333333,24.0,23.0,78.0,17.0,-10.769760131835938,0.11083221435546875,-10.56000370979309,-0.09892420768737864,0.0,0.0,0.0,0.0,259.45348837209303,300.0,1.0,1.0,0.9375,257.5,2.0,not_short_primary,nan,3+,6-10w
Dc2WEiRk0rA_1,Air blasts from a compressor,73,Dc2WEiRk0rA,"[[1, 69]]",68.0,68.0,1,5,28,20s+,10s+,0.9315068493150684,0.0,0.0,1.0,0.0,3.0,3.5,31.5,0.5735294117647058,0.5116411935411949,37.34980712850722,0.549261869536871,0.5713948521232468,0.0962977089163175,73.0,68.0,0.9315068493150684,-11.570964813232422,-12.33586402500377,-12.165374755859375,0.5944099426269531,1.0,1.0,0.0,1.0,0.0,-12.165374755859375,0.5944099426269531,-12.165374755859375,0.5944099426269531,1.0,1.0,1.0,1.0,35.0,73.0,0.0,1.0,0.04411764705882353,3.5,31.5,not_short_primary,nan,1,0-5w
Dc2WEiRk0rA_2,"As objects bump into each other, birds chirp, someone breathes, and a man speaks",73,Dc2WEiRk0rA,"[[70, 73]]",3.0,3.0,1,14,80,3-5s,2-5s,0.0410958904109589,0.0,0.0,0.0,0.0,4.0,3.0,68.5,0.3333333333333333,0.5116411935411949,37.34980712850722,12.449935709502407,11.948254770877893,15.875290714352474,73.0,3.0,0.0410958904109589,-13.052558898925781,-13.292527834574381,-10.473073959350586,-2.5794849395751953,0.863013698630137,11.0,10.0,15.0,4.0,-13.427038192749023,0.3744792938232422,-13.080182456970215,0.02762355804443395,0.0,0.0,0.0,0.0,71.5,73.0,0.0,1.0,1.3333333333333333,3.0,68.5,shorter_or_equal_audio,188.5,1,11-15w
DjKGzOe_COc_1,A girl hums,113,DjKGzOe_COc,"[[0, 3]]",3.0,3.0,1,3,11,3-5s,2-5s,0.02654867256637168,0.0,0.0,0.0,0.0,20.0,95.0,93.5,0.0,0.5116411935411949,57.81545487015502,19.271818290051673,25.241493773548566,16.674588218378446,113.0,3.0,0.02654867256637168,-12.5556058883667,-12.853219668070475,-12.183011054992676,-0.37259483337402344,0.34513274336283184,75.0,74.0,36.0,11.0,-12.509556770324707,-0.04604911804199219,-12.37908019065857,-0.17652569770812931,0.0,0.0,0.0,0.0,1.5,113.0,0.0,1.0,6.666666666666667,95.0,93.5,shorter_or_equal_audio,188.5,1,0-5w
DlWd7Wmdi1E_1,Birds chirp and a dog barks,300,DlWd7Wmdi1E,"[[3, 17], [94, 141], [146, 211], [235, 255], [264, 296]]",65.0,178.0,5,6,27,20s+,10s+,0.21666666666666667,0.0,0.0,1.0,1.0,16.0,158.0,20.5,0.8636363636363636,0.5116411935411949,153.49235806235845,2.361420893267053,0.34217886273478143,2.388564744378499,300.0,178.0,0.5933333333333334,-11.07224178314209,-11.582153406036035,-11.102949142456055,0.030707359313964844,1.0,1.0,0.0,40.0,5.0,-11.131521224975586,0.059279441833496094,-11.102949142456055,0.030707359313964844,1.0,1.0,1.0,1.0,174.85955056179776,300.0,0.0,1.0,0.24615384615384617,158.0,20.5,not_short_primary,nan,3+,6-10w
DlWd7Wmdi1E_2,A man talks as water flows and bubbling sounds can be heard,300,DlWd7Wmdi1E,"[[26, 64]]",38.0,38.0,1,12,59,20s+,10s+,0.12666666666666668,0.0,0.0,0.0,0.0,22.0,69.0,24.0,0.1111111111111111,0.5116411935411949,153.49235806235845,4.0392725805883805,5.290485420631977,3.2511191638365773,300.0,38.0,0.12666666666666668,-10.739343643188477,-11.23178333985178,-10.449423789978027,-0.2899198532104492,0.9833333333333333,6.0,5.0,84.0,14.0,-10.510172843933105,-0.2291707992553711,-10.71842092514038,-0.0209227180480962,0.0,0.0,0.0,1.0,45.0,300.0,0.0,1.0,0.5789473684210527,69.0,24.0,not_short_primary,nan,1,11-15w
Dn3buZWMzwY_1,"Someone snores as screaming, objects bumping into each other, and laughter erupts",99,Dn3buZWMzwY,"[[44, 46]]",2.0,2.0,1,12,81,2-3s,2-5s,0.020202020202020204,0.0,0.0,1.0,0.0,4.0,57.0,12.0,0.5,0.5116411935411949,50.65247816057829,25.326239080289145,15.976124700449258,0.7719758571001023,99.0,2.0,0.020202020202020204,-11.270475387573242,-11.522607803344727,-11.358461380004883,0.08798599243164062,1.0,1.0,0.0,29.0,5.0,-11.358461380004883,0.08798599243164062,-12.046726818084716,0.7762514305114738,1.0,1.0,1.0,1.0,45.0,99.0,0.0,1.0,2.0,57.0,12.0,shorter_or_equal_audio,188.5,1,11-15w
Dn3buZWMzwY_2,Someone talks as another person screams,99,Dn3buZWMzwY,"[[86, 87]]",1.0,1.0,1,6,39,1-2s,0-2s,0.010101010101010102,0.0,0.0,0.0,0.0,6.0,91.0,4.5,0.25,0.5116411935411949,50.65247816057829,50.65247816057829,48.61139269795526,11.063750420834182,99.0,1.0,0.010101010101010102,-11.803606033325195,-11.803606033325195,-11.450944900512695,-0.3526611328125,0.9494949494949495,6.0,5.0,35.0,4.0,-11.62729263305664,-0.1763134002685547,-13.046983098983764,1.243377065658569,0.0,0.0,0.0,1.0,86.5,99.0,0.0,1.0,6.0,91.0,4.5,shorter_or_equal_audio,213.0,1,6-10w
Dn3buZWMzwY_3,Someone talks as another person sobs and door closes,99,Dn3buZWMzwY,"[[87, 88]]",1.0,1.0,1,9,52,1-2s,0-2s,0.010101010101010102,0.0,0.0,0.0,0.0,9.0,90.5,3.0,0.16666666666666666,0.5116411935411949,50.65247816057829,50.65247816057829,48.61139269795526,12.063750420834182,99.0,1.0,0.010101010101010102,-12.049442291259766,-12.049442291259766,-12.007671356201172,-0.04177093505859375,0.9696969696969697,4.0,3.0,35.0,5.0,-12.007671356201172,-0.04177093505859375,-13.175153160095215,1.1257108688354496,0.0,0.0,1.0,1.0,87.5,99.0,0.0,1.0,9.0,90.5,3.0,shorter_or_equal_audio,213.0,1,6-10w
Dn3buZWMzwY_4,A man speaks as someone snores and a zipper slides,99,Dn3buZWMzwY,"[[25, 27]]",2.0,2.0,1,10,50,2-3s,2-5s,0.020202020202020204,0.0,0.0,0.0,0.0,17.0,27.5,1.5,0.13333333333333333,0.5116411935411949,50.65247816057829,25.326239080289145,41.641213472552764,0.7660955174472583,99.0,2.0,0.020202020202020204,-11.318359375,-11.450461387634277,-11.215995788574219,-0.10236358642578125,0.9797979797979798,3.0,2.0,32.0,7.0,-11.248953819274902,-0.06940555572509766,-11.815121040344238,0.4967616653442377,0.0,1.0,1.0,1.0,26.0,99.0,1.0,1.0,8.5,27.5,1.5,shorter_or_equal_audio,188.5,1,6-10w
DrCm-HpX67k_1,Birds chirp as metals scrape,233,DrCm-HpX67k,"[[14, 21], [26, 30], [43, 48], [152, 160], [226, 232]]",8.0,30.0,5,5,28,5-10s,5-10s,0.034334763948497854,1.0,0.0,1.0,0.0,13.0,159.5,3.5,0.6666666666666666,0.5116411935411949,119.21239809509841,14.901549761887301,5.514427014636616,1.6087630349519486,233.0,30.0,0.12875536480686695,-10.914810180664062,-11.764930407206217,-10.634788513183594,-0.28002166748046875,0.9957081545064378,2.0,1.0,59.0,12.0,-11.35893440246582,0.4441242218017578,-11.055204029083251,0.14039384841918867,0.0,1.0,1.0,1.0,102.8,233.0,0.0,1.0,1.625,159.5,3.5,not_short_primary,nan,3+,0-5w
DrCm-HpX67k_2,Birds chirp as tapping echoes,233,DrCm-HpX67k,"[[85, 90], [118, 122], [140, 146], [189, 193], [214, 221]]",7.0,26.0,5,5,29,5-10s,5-10s,0.030042918454935622,0.0,0.0,0.0,0.0,19.0,214.5,3.0,0.4444444444444444,0.5116411935411949,119.21239809509841,17.030342585014058,28.057973151057755,2.676369363345813,233.0,26.0,0.11158798283261803,-11.743339538574219,-11.949245159442608,-11.172626495361328,-0.5707130432128906,0.8626609442060086,33.0,32.0,64.0,14.0,-11.172626495361328,-0.5707130432128906,-11.428653745651244,-0.3146857929229743,0.0,0.0,0.0,0.0,156.23076923076923,233.0,0.0,1.0,2.7142857142857144,214.5,3.0,not_short_primary,nan,3+,0-5w
E3D_z0aoUEg_1,Animals call out as ambient sounds fill the air,158,E3D_z0aoUEg,"[[0, 140]]",140.0,140.0,1,9,47,20s+,10s+,0.8860759493670886,0.0,0.0,1.0,1.0,11.0,5.5,64.5,0.7785234899328859,0.5116411935411949,80.83930857950878,0.577423632710777,0.3642464217418446,0.5861395411937735,158.0,140.0,0.8860759493670886,-10.595641136169434,-11.476435123171125,-11.316587448120117,0.7209463119506836,1.0,1.0,0.0,5.0,0.0,-11.61132526397705,1.0156841278076172,-11.316587448120117,0.7209463119506836,1.0,1.0,1.0,1.0,70.0,158.0,0.0,1.0,0.07857142857142857,5.5,64.5,not_short_primary,nan,1,6-10w
E3D_z0aoUEg_2,Someone breathes as animals call out,158,E3D_z0aoUEg,"[[138, 148]]",10.0,10.0,1,6,36,10-20s,10s+,0.06329113924050633,0.0,0.0,1.0,0.0,8.0,18.0,125.0,0.5333333333333333,0.5116411935411949,80.83930857950878,8.083930857950879,7.758181864926193,22.606793600927276,158.0,10.0,0.06329113924050633,-11.712870597839355,-12.086256790161134,-11.165956497192383,-0.5469141006469727,0.8037974683544303,32.0,31.0,47.0,8.0,-11.660568237304688,-0.05230236053466797,-11.395324954986572,-0.3175456428527834,0.0,0.0,0.0,0.0,143.0,158.0,0.0,1.0,0.8,18.0,125.0,not_short_primary,nan,1,6-10w
E3D_z0aoUEg_3,Music plays as someone screams,158,E3D_z0aoUEg,"[[150, 155]]",5.0,5.0,1,5,30,5-10s,5-10s,0.03164556962025317,0.0,0.0,0.0,0.0,13.0,144.5,8.0,0.25,0.5116411935411949,80.83930857950878,16.167861715901758,15.516363729852387,32.106793600927276,158.0,5.0,0.03164556962025317,-10.563371658325195,-10.896967124938964,-10.663616180419922,0.10024452209472656,1.0,1.0,0.0,48.0,5.0,-10.663616180419922,0.10024452209472656,-11.56705470085144,1.0036830425262444,1.0,1.0,1.0,1.0,152.5,158.0,0.0,1.0,2.6,144.5,8.0,not_short_primary,nan,1,0-5w
E3D_z0aoUEg_4,Laughter breaks out,158,E3D_z0aoUEg,"[[155, 158]]",3.0,3.0,1,3,19,3-5s,2-5s,0.0189873417721519,0.0,0.0,1.0,0.0,6.0,153.0,3.5,0.6666666666666666,0.5116411935411949,80.83930857950878,26.946436193169593,25.860606216420646,36.106793600927276,158.0,3.0,0.0189873417721519,-11.52601146697998,-11.730955123901367,-11.579570770263672,0.053559303283691406,1.0,1.0,0.0,52.0,8.0,-11.579570770263672,0.053559303283691406,-12.774602632522583,1.248591165542603,1.0,1.0,1.0,1.0,156.5,158.0,0.0,1.0,2.0,153.0,3.5,shorter_or_equal_audio,188.5,1,0-5w
E3Q1jfTeuWs_1,A girl laughs,60,E3Q1jfTeuWs,"[[13, 14], [24, 26]]",2.0,3.0,2,3,13,2-3s,2-5s,0.03333333333333333,0.0,0.0,0.0,0.0,3.0,1.5,12.0,0.0,0.5116411935411949,30.698471612471693,15.349235806235846,9.682499818454096,1.8048631169090292,60.0,3.0,0.05,-11.276253700256348,-11.579444885253906,-10.235973358154297,-1.0402803421020508,0.75,16.0,15.0,19.0,3.0,-10.830549240112305,-0.44570446014404297,-11.183921880722046,-0.09233181953430147,0.0,0.0,0.0,0.0,21.166666666666668,60.0,0.0,1.0,1.5,1.5,12.0,shorter_or_equal_audio,188.5,2,0-5w
E3Q1jfTeuWs_2,A boy cries,60,E3Q1jfTeuWs,"[[29, 31]]",2.0,2.0,1,3,11,2-3s,2-5s,0.03333333333333333,0.0,0.0,1.0,0.0,3.0,1.5,28.5,0.6666666666666666,0.5116411935411949,30.698471612471693,15.349235806235846,15.967746552485252,1.3120255141777974,60.0,2.0,0.03333333333333333,-10.911853790283203,-10.935345649719238,-9.922447204589844,-0.9894065856933594,0.7,19.0,18.0,20.0,4.0,-11.309372901916504,0.3975191116333008,-10.964009761810303,0.05215597152709961,0.0,0.0,0.0,0.0,30.0,60.0,0.0,1.0,1.5,1.5,28.5,shorter_or_equal_audio,188.5,1,0-5w
E3Q1jfTeuWs_3,A boy screams,60,E3Q1jfTeuWs,"[[54, 56], [0, 4], [8, 13], [21, 23], [40, 41], [44, 45]]",5.0,15.0,6,3,13,5-10s,5-10s,0.08333333333333333,1.0,1.0,1.0,1.0,3.0,1.5,0.5,1.0,0.5116411935411949,30.698471612471693,6.139694322494338,2.2720385983052154,0.0859475626485704,60.0,15.0,0.25,-9.675384521484375,-10.323593775431315,-10.50484561920166,0.8294610977172852,1.0,1.0,0.0,13.0,0.0,-10.50484561920166,0.8294610977172852,-10.611332521438598,0.9359479999542231,1.0,1.0,1.0,1.0,19.966666666666665,60.0,1.0,0.0,0.6,1.5,0.5,not_short_primary,nan,3+,0-5w
E6FH_xp3I54_1,A man speaks as birds chirp and white noise fills the air,81,E6FH_xp3I54,"[[0, 3], [9, 15], [34, 39], [45, 51], [60, 67], [68, 81]]",13.0,40.0,6,12,57,10-20s,10s+,0.16049382716049382,0.0,0.0,1.0,1.0,5.0,73.5,1.0,1.0,0.5116411935411949,41.44293667683679,3.187918205910522,2.0109807315250814,0.31343479217280645,81.0,40.0,0.49382716049382713,-11.09041976928711,-11.415717673301696,-11.540477752685547,0.4500579833984375,1.0,1.0,0.0,12.0,0.0,-11.540477752685547,0.4500579833984375,-11.546634197235107,0.45621442794799805,1.0,1.0,1.0,1.0,49.0,81.0,1.0,1.0,0.38461538461538464,73.5,1.0,not_short_primary,nan,3+,11-15w
ECw5Yf7QoMo_1,A man speaks and applause sounds,299,ECw5Yf7QoMo,"[[0, 9]]",9.0,9.0,1,6,32,5-10s,5-10s,0.030100334448160536,0.0,0.0,0.0,0.0,14.0,10.0,5.5,0.35294117647058826,0.5116411935411949,152.98071686881727,16.997857429868585,22.26314642563723,43.59028209995712,299.0,9.0,0.030100334448160536,-10.805295944213867,-11.161797947353786,-11.004971504211426,0.1996755599975586,1.0,1.0,0.0,91.0,18.0,-11.669309616088867,0.864013671875,-11.593075466156005,0.787779521942138,1.0,1.0,1.0,1.0,4.5,299.0,0.0,1.0,1.5555555555555556,10.0,5.5,not_short_primary,nan,1,6-10w
ECw5Yf7QoMo_2,Applause echoes through the air,299,ECw5Yf7QoMo,"[[39, 54], [68, 73], [101, 114], [197, 200], [225, 239], [251, 257], [270, 275], [0, 13], [132, 152], [174, 185]]",20.0,105.0,10,5,31,20s+,10s+,0.06688963210702341,0.0,0.0,1.0,1.0,13.0,13.5,7.0,1.0,0.5116411935411949,152.98071686881727,7.649035843440863,7.957260365321817,0.9617395210139819,299.0,105.0,0.3511705685618729,-9.279315948486328,-10.31127500079927,-9.904850006103516,0.6255340576171875,1.0,1.0,0.0,47.0,1.0,-9.904850006103516,0.6255340576171875,-10.079787673950195,0.8004717254638667,1.0,1.0,1.0,1.0,134.06190476190477,299.0,0.0,1.0,0.65,13.5,7.0,not_short_primary,nan,3+,0-5w
ECw5Yf7QoMo_3,"As a man delivers a speech, someone coughs",299,ECw5Yf7QoMo,"[[117, 119]]",2.0,2.0,1,8,42,2-3s,2-5s,0.006688963210702341,0.0,0.0,0.0,0.0,7.0,3.5,114.5,0.0,0.5116411935411949,152.98071686881727,76.49035843440863,126.02003820850618,9.149074848242051,299.0,2.0,0.006688963210702341,-12.150416374206543,-12.19521713256836,-10.913671493530273,-1.2367448806762695,0.8060200668896321,59.0,58.0,89.0,17.0,-11.968448638916016,-0.18196773529052734,-12.329124784469604,0.17870841026306117,0.0,0.0,0.0,0.0,118.0,299.0,0.0,1.0,3.5,3.5,114.5,longer_audio,188.5,1,6-10w
ECw5Yf7QoMo_4,The audience shouts and applauds,299,ECw5Yf7QoMo,"[[132, 138], [143, 149], [174, 176]]",6.0,14.0,3,5,32,5-10s,5-10s,0.020066889632107024,0.0,0.0,1.0,0.0,8.0,104.0,31.0,0.6,0.5116411935411949,152.98071686881727,25.49678614480288,3.6945812206947086,0.5243971381027563,299.0,14.0,0.046822742474916385,-10.516399383544922,-10.628456320081439,-9.919609069824219,-0.5967903137207031,0.8996655518394648,31.0,30.0,77.0,10.0,-10.642127990722656,0.12572860717773438,-10.241409969329833,-0.2749894142150886,0.0,0.0,0.0,0.0,145.42857142857142,299.0,0.0,1.0,1.3333333333333333,104.0,31.0,not_short_primary,nan,3+,0-5w
ENTi8Sn4vdM_1,A woman and child talk while water flows,67,ENTi8Sn4vdM,"[[3, 8], [15, 22], [50, 56], [57, 67]]",10.0,28.0,4,8,40,10-20s,10s+,0.14925373134328357,0.0,0.0,1.0,1.0,4.0,3.0,2.5,0.75,0.5116411935411949,34.279959967260055,3.4279959967260054,5.636285459921283,0.38557172051549315,67.0,28.0,0.417910447761194,-10.328885078430176,-11.167324406760079,-10.573928833007812,0.24504375457763672,1.0,1.0,0.0,11.0,2.0,-10.573928833007812,0.24504375457763672,-10.578917512893677,0.25003243446350076,1.0,1.0,1.0,1.0,39.107142857142854,67.0,0.0,1.0,0.4,3.0,2.5,not_short_primary,nan,3+,6-10w
ESjMIqrvRj4_1,"Thunder rumbles as rain falls, birds call, and something creaks",299,ESjMIqrvRj4,"[[2, 59]]",57.0,57.0,1,10,63,20s+,10s+,0.19063545150501673,0.0,0.0,0.0,0.0,15.0,157.5,127.0,0.2807017543859649,0.5116411935411949,152.98071686881727,2.683872225768724,3.5152336461532467,17.590282099957122,299.0,57.0,0.19063545150501673,-11.00704574584961,-11.386951931735926,-10.316793441772461,-0.6902523040771484,0.5953177257525084,122.0,121.0,75.0,21.0,-10.843283653259277,-0.16376209259033203,-10.35378890991211,-0.6532568359374995,0.0,0.0,0.0,0.0,30.5,299.0,0.0,1.0,0.2631578947368421,157.5,127.0,not_short_primary,nan,1,6-10w
ESjMIqrvRj4_2,Several people are talking,299,ESjMIqrvRj4,"[[115, 119]]",4.0,4.0,1,4,26,3-5s,2-5s,0.013377926421404682,0.0,0.0,0.0,0.0,16.0,115.0,2.0,0.42857142857142855,0.5116411935411949,152.98071686881727,38.24517921720432,63.01001910425309,8.149074848242051,299.0,4.0,0.013377926421404682,-10.927864074707031,-10.96840214729309,-11.134056091308594,0.2061920166015625,1.0,1.0,0.0,88.0,18.0,-11.134056091308594,0.2061920166015625,-12.19653655052185,1.2686724758148191,1.0,1.0,1.0,1.0,117.0,299.0,1.0,1.0,4.0,115.0,2.0,longer_audio,188.5,1,0-5w
ESjMIqrvRj4_3,Music is playing while sound effects occur,299,ESjMIqrvRj4,"[[121, 190], [226, 251], [282, 300]]",69.0,112.0,3,7,42,20s+,10s+,0.23076923076923078,1.0,0.0,1.0,0.0,29.0,284.5,6.5,0.6578947368421053,0.5116411935411949,152.98071686881727,2.217111838678511,2.1277713975535972,10.6672866245396,299.0,111.0,0.3712374581939799,-12.267118453979492,-13.248766624175751,-13.31840705871582,1.0512886047363281,1.0,1.0,0.0,58.0,0.0,-13.31840705871582,1.0512886047363281,-13.334424591064453,1.0673061370849606,1.0,1.0,1.0,1.0,194.86936936936937,299.0,0.0,1.0,0.42028985507246375,284.5,6.5,not_short_primary,nan,3+,6-10w
ESjMIqrvRj4_4,A snoring sound fills the air,299,ESjMIqrvRj4,"[[193, 196], [201, 220], [223, 225]]",19.0,24.0,3,6,29,10-20s,10s+,0.06354515050167224,0.0,0.0,0.0,0.0,18.0,124.0,70.5,0.0,0.5116411935411949,152.98071686881727,8.051616677306171,7.727169812168326,3.8327133754604006,299.0,24.0,0.0802675585284281,-11.27398681640625,-11.940876921017965,-10.653017044067383,-0.6209697723388672,0.6354515050167224,110.0,109.0,80.0,19.0,-10.814766883850098,-0.45921993255615234,-10.747122926712036,-0.5268638896942139,0.0,0.0,0.0,0.0,209.625,299.0,0.0,1.0,0.9473684210526315,124.0,70.5,not_short_primary,nan,3+,6-10w
ESjMIqrvRj4_5,An explosion goes off,299,ESjMIqrvRj4,"[[198, 199], [221, 222]]",1.0,2.0,2,4,21,1-2s,0-2s,0.0033444816053511705,0.0,0.0,0.0,0.0,12.0,156.0,42.5,0.1,0.5116411935411949,152.98071686881727,152.98071686881727,177.11666613593698,1.4384692378951343,299.0,2.0,0.006688963210702341,-10.876354217529297,-10.916105270385742,-10.054214477539062,-0.8221397399902344,0.7725752508361204,69.0,68.0,95.0,23.0,-10.524356842041016,-0.35199737548828125,-11.235605792999268,0.3592515754699708,0.0,0.0,0.0,0.0,210.0,299.0,0.0,1.0,12.0,156.0,42.5,longer_audio,213.0,2,0-5w
EUZaxaWqhwg_1,Engines are running while a plane lands,165,EUZaxaWqhwg,"[[40, 44]]",4.0,4.0,1,7,39,3-5s,2-5s,0.024242424242424242,0.0,0.0,0.0,0.0,79.0,78.5,36.5,0.0975609756097561,0.5116411935411949,84.42079693429716,21.10519923357429,34.7010112271273,2.6101591957454318,165.0,4.0,0.024242424242424242,-11.72913932800293,-11.759745359420776,-11.672024726867676,-0.057114601135253906,0.8727272727272727,22.0,21.0,49.0,8.0,-11.675277709960938,-0.05386161804199219,-11.763359642028808,0.03422031402587855,0.0,0.0,0.0,0.0,42.0,165.0,0.0,1.0,19.75,78.5,36.5,shorter_or_equal_audio,188.5,1,6-10w
EUZaxaWqhwg_2,"Amid engine noise, a man makes an announcement",165,EUZaxaWqhwg,"[[104, 156]]",52.0,52.0,1,8,46,20s+,10s+,0.3151515151515151,1.0,1.0,1.0,1.0,71.0,127.5,2.5,0.7323943661971831,0.5116411935411949,84.42079693429716,1.6234768641210993,1.5580574582677968,4.272917368056966,165.0,52.0,0.3151515151515151,-11.126411437988281,-11.42822320644672,-11.153972625732422,0.027561187744140625,1.0,1.0,0.0,34.0,1.0,-11.153972625732422,0.027561187744140625,-11.26137939453125,0.1349679565429689,1.0,1.0,1.0,1.0,130.0,165.0,0.0,0.0,1.3653846153846154,127.5,2.5,not_short_primary,nan,1,6-10w
EY4p0_NJVQs_1,Music plays,299,EY4p0_NJVQs,"[[0, 3], [13, 25]]",12.0,15.0,2,2,11,10-20s,10s+,0.04013377926421405,1.0,0.0,1.0,0.0,23.0,16.5,2.5,0.5833333333333334,0.5116411935411949,152.98071686881727,12.74839307240144,16.697359819227923,29.090282099957122,299.0,15.0,0.05016722408026756,-9.510688781738281,-10.0501646677653,-11.288104057312012,1.7774152755737305,1.0,1.0,0.0,90.0,6.0,-11.288104057312012,1.7774152755737305,-11.792096576690675,2.2814077949523934,1.0,1.0,1.0,1.0,15.5,299.0,0.0,1.0,1.9166666666666667,16.5,2.5,not_short_primary,nan,2,0-5w
EY4p0_NJVQs_2,The audience claps,299,EY4p0_NJVQs,"[[58, 62], [69, 74]]",5.0,9.0,2,3,18,5-10s,5-10s,0.016722408026755852,0.0,0.0,1.0,0.0,12.0,12.0,48.0,0.625,0.5116411935411949,152.98071686881727,30.596143373763454,50.30595082138698,9.339015754714438,299.0,9.0,0.030100334448160536,-11.76305866241455,-12.102103975084093,-11.250335693359375,-0.5127229690551758,0.9531772575250836,15.0,14.0,90.0,10.0,-12.437400817871094,0.674342155456543,-12.028999681472778,0.26594101905822676,0.0,0.0,0.0,0.0,66.38888888888889,299.0,0.0,1.0,2.4,12.0,48.0,not_short_primary,nan,2,0-5w
EY4p0_NJVQs_3,A woman gives a speech,299,EY4p0_NJVQs,"[[74, 299]]",225.0,225.0,1,5,22,20s+,10s+,0.7525083612040134,1.0,0.0,1.0,1.0,121.0,234.5,48.0,0.8857142857142857,0.5116411935411949,152.98071686881727,0.6799142971947434,0.09852216588519223,10.975602861897244,299.0,225.0,0.7525083612040134,-12.21593952178955,-12.532046843634712,-12.187932968139648,-0.028006553649902344,0.9933110367892977,3.0,2.0,21.0,10.0,-12.271899223327637,0.05595970153808594,-12.187932968139648,-0.028006553649902344,0.0,1.0,1.0,1.0,186.5,299.0,0.0,1.0,0.5377777777777778,234.5,48.0,not_short_primary,nan,1,0-5w
